tour_key_hash,organization,smt_category,transaction_date,acct_ops_flag,tour_key,tour_id,contr_num,lead_id,lead_id_formatted,country,state___country_code,state___country_description,account_number,operational_contract_number,accounting_contract_number,year___month_code,source_system,pender_date,ops_formatted_contract_project,ops_contract_number,ops_project_number,ops_contract_inventory_week_type,ops_contract_status_code,ops_contract_status_desc,ops_contract_substatus_code,ops_contract_substatus_desc,ops_cancel_date,ops_close_date,ops_suspense_date,ops_project_type,ops_points_purchased,ops_points_assessed,acct_formatted_contract_project,acct_contract_number,acct_project_number,acct_contract_inventory_week_type,acct_contract_status_code,acct_contract_status_desc,acct_contract_substatus_code,acct_contract_substatus_desc,acct_cancel_date,acct_close_date,acct_suspense_date,acct_project_type,acct_points_purchased,acct_points_assessed,ownership_status,ownership_status_details,booked,showed,qualified,gross_qualified,non_qualified,gross_transactions,gross_weeks,cancel_transactions,cancel_weeks,net_transactions,forclosure_weeks,net_weeks,net_weeks__inc_forclosures,gross_points_assessed_adjusted,cancel_points_assessed_adjusted,net_points_assessed_adjusted,gross_volume,gross_volume_local,cancel_volume,cancel_volume_local,gross_volume_adjusted,gross_volume_adjusted_local,gross_fdi,gross_fdi_local,cancel_fdi,cancel_fdi_local,net_fdi,net_fdi_local,net_volume,net_volume_local,owners,new_buyers,credit,debit,gross_booked_tour_key,gross_volume_pender,cancel_volume_pender,net_volume_pender,gross_transactions_excl_club_direct,cancel_transactions_excl_club_direct,net_transactions_excl_club_direct,qualified_tours_excl_club_direct,gross_volume_adjusted_excl_club_direct,net_volume_excl_club_direct,last_refresh_time,ops_sold_date,acct_sold_date,voice_reference_num,external_tour_id,enterprise_lead_id,budgeted_hgv_net_volume,fmt_enterprise_lead_id,lead_name,chorus_tour_id,voice_tour_id,sale_source_system,transaction_type_code,transaction_type_desc,honors_tier,honors_tier_as_of_today,hooked_flag,hooked_flag_desc,language_code,language_desc,lead_area,ops_project_desc,acct_project_desc,marital_status_code,marital_status_desc,nationality_code,nationality_desc,occupation_code,occupation_desc,pre_gifted_flag,pre_gifted_flag_desc,product_code,product_desc,purchase_type_code,purchase_type_desc,uni_contract_key,uni_tour_key,uni_package_key,tour_score,ops_project_type_summary,acct_project_type_summary,voice_lead_id,voice_lead_id_formatted,lead_title_1,lead_title_2,tour_date,lead_source_desc,secondary_owner_flag,acct_project_number_str,chorus_tour_id_str,enterprise_lead_id_str,external_tour_id_str,lead_id_str,op_project_number_str,transaction_date_str,transaction_date_ymd,voice_tour_id_str,r20_gross_transactions,r20_cancel_transactions,r20_net_transactions,r20_gross_volume,r20_cancel_volume,r20_net_volume,exclude_flag,lead_prequal_fico_tier,sell_vendor_cd,sell_vendor_name,resc_start_date,resc_end_date,grossfdisuppressed,grossfdisuppressedlocalcurrency,cancelfdisuppressed,cancelfdisuppressedlocalcurrency,fico_color,uni_project_key,project_ref,contr_num_ref,project_contr_num_ref,ops_uni_project_key,acct_uni_project_key
379,HGV,TOUR,2023-07-20,5,HGV_T14790020,16153999,0,1464705136,136-1464705,UNITED STATES,CA,CALIFORNIA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14790020,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,671678723,0E-12,69-1464705136,null,16153999,202307200286,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,136,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,199,CURRENTLY EMPLOYED  ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307200286VIC16153999,HGV89382641464705136,null,null,null,1464705136,136-1464705,          ,          ,2023-07-20,HGV,N,0,16153999,671678723,null,1464705136,0,2023-07-20,20230720,202307200286,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
769,HGV,TOUR,2023-07-17,5,HGV_T14529932,15866134,0,5339810010,10-5339810,UNITED STATES,CA,CALIFORNIA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14529932,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,694601425,0E-12,69-5339810010,null,15866134,202307170313,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,10,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,199,CURRENTLY EMPLOYED  ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307170313LVB15866134,HGV85454775339810010,null,null,null,5339810010,10-5339810,          ,          ,2023-07-17,HGV,N,0,15866134,694601425,null,5339810010,0,2023-07-17,20230717,202307170313,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
418,HGV,TOUR,2023-07-09,5,HGV_T13662103,14901064,0,5424378157,157-5424378,UNITED STATES,NC,NORTH CAROLINA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,13662103,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,684582495,0E-12,69-5424378157,null,14901064,202307090015,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,157,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,199,CURRENTLY EMPLOYED  ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307090015TUS14901064,HGV77496495424378157,null,null,null,5424378157,157-5424378,          ,          ,2023-07-09,HGV,N,0,14901064,684582495,null,5424378157,0,2023-07-09,20230709,202307090015,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
74,HGV,TOUR,2023-07-08,5,HGV_T14727179,16084465,0,5850105010,10-5850105,UNITED STATES,CA,CALIFORNIA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14727179,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,701393821,0E-12,69-5850105010,null,16084465,202307080032,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,10,null,null,M,MARRIED   ,     ,                    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307080032CBO16084465,HGV05850105010,null,null,null,5850105010,10-5850105,Mr.       ,Mrs.      ,2023-07-08,HGV,N,0,16084465,701393821,null,5850105010,0,2023-07-08,20230708,202307080032,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
379,HGV,TOUR,2023-07-20,5,HGV_T14753592,16113866,0,9895870116,116-9895870,UNITED STATES,NC,NORTH CAROLINA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14753592,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,688063667,0E-12,69-9895870116,null,16113866,202307200317,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,116,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307200317MYR16113866,HGV09895870116,5.10,null,null,9895870116,116-9895870,Mr.       ,Mrs.      ,2023-07-20,HGV,N,0,16113866,688063667,null,9895870116,0,2023-07-20,20230720,202307200317,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
434,HGV,TOUR,2023-07-17,5,HGV_T14554712,15894011,0,1004047164,164-1004047,UNITED STATES,CO,COLORADO,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14554712,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,683762626,0E-12,69-1004047164,null,15894011,202307170048,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,164,null,null,C,*BAD      ,AME  ,AMERICAN/ENGLISH    ,199,CURRENTLY EMPLOYED  ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307170048MAR15894011,HGV79286661004047164,5.10,null,null,1004047164,164-1004047,          ,          ,2023-07-17,HGV,N,0,15894011,683762626,null,1004047164,0,2023-07-17,20230717,202307170048,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
141,HGV,TOUR,2023-07-20,5,HGV_T14788798,16152754,0,2860117004,4-2860117,UNITED STATES,CT,CONNECTICUT,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14788798,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,701551217,0E-12,69-2860117004,null,16152754,202307200658,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,4,null,null,S,SINGLE    ,     ,                    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307200658LVB16152754,HGV02860117004,null,null,null,2860117004,4-2860117,          ,          ,2023-07-20,HGV,N,0,16152754,701551217,null,2860117004,0,2023-07-20,20230720,202307200658,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
476,HGV,SALE,2023-07-31,5,HGV_T14842488,16211448,515102,5295768010,10-5295768,UNITED STATES,MO,MISSOURI,994011,96-515102,96-515102,202307,1,2023-07-31,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,0,0,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,5440,5440,Owner,Upgrade,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,5440,0,5440,26990.000000000000,26990.000000000000,0E-12,0E-12,26990.000000000000,26990.000000000000,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,26990.000000000000,26990.000000000000,1,0,26990.00,0.00,14842488,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,26990.000000000000,26990.000000000000,2026-06-10T12:30:26.880Z,2023-07-31,2023-07-31,null,null,670677945,0E-12,69-5295768010,null,16211448,202307310689,VOICE,GL-Non Upgrade,GL Interface Non Upgrade Gross and Cancel,null,null,true,Yes,ENG,ENGLISH,10,Ocean Enclave - FFS,Ocean Enclave - FFS,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,,HGV5151020096,HGV202307310689LVB16211448,HGV80391415295768010,5.10,Managed,Managed,5295768010,10-5295768,Mr.       ,          ,2023-07-31,HGV,N,96,16211448,670677945,null,5295768010,96,2023-07-31,20230731,202307310689,0,0E-12,0E-12,26990.000000000000,0E-12,26990.000000000000,N,null,null,null,2023-01-01,2023-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV96,96,515102,096-515102,HGV96,HGV96
476,HGV,SALE,2023-07-31,5,HGV_T14842488,16211448,515102,5295768010,10-5295768,UNITED STATES,MO,MISSOURI,938010,96-515102,96-515102,202307,1,2023-07-31,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,0,0,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,5440,5440,Owner,Upgrade,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14842488,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,2023-07-31,2023-07-31,null,null,670677945,0E-12,69-5295768010,null,16211448,202307310689,VOICE,GL-Non Upgrade,GL Interface Non Upgrade Gross and Cancel,null,null,true,Yes,ENG,ENGLISH,10,Ocean Enclave - FFS,Ocean Enclave - FFS,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,,HGV5151020096,HGV202307310689LVB16211448,HGV80391415295768010,5.10,Managed,Managed,5295768010,10-5295768,Mr.       ,          ,2023-07-31,HGV,N,96,16211448,670677945,null,5295768010,96,2023-07-31,20230731,202307310689,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,2023-01-01,2023-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV96,96,515102,096-515102,HGV96,HGV96
476,HGV,SALE,2023-07-31,5,HGV_T14842488,16211448,515102,5295768010,10-5295768,UNITED STATES,MO,MISSOURI,UNKNOWN,96-515102,96-515102,202307,1,2023-07-31,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,5440,5440,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,5440,5440,Owner,Upgrade,0,0,0,0,0,1,0.00,0,0.00,1,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14842488,0E-12,0E-12,0E-12,1.000000000000,0E-12,1.000000000000,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,2023-07-31,2023-07-31,null,null,670677945,0E-12,69-5295768010,null,16211448,202307310689,VOICE,G,Gross Sales,null,null,true,Yes,ENG,ENGLISH,10,Ocean Enclave - FFS,Ocean Enclave - FFS,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,1,Pender,HGV5151020096,HGV202307310689LVB16211448,HGV80391415295768010,5.10,Managed,Managed,5295768010,10-5295768,Mr.       ,          ,2023-07-31,HGV,N,96,16211448,670677945,null,5295768010,96,2023-07-31,20230731,202307310689,1,0E-12,1.000000000000,0E-12,0E-12,0E-12,N,null,null,null,2023-01-01,2023-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV96,96,515102,096-515102,HGV96,HGV96
476,HGV,WEEKS,2023-07-31,6,HGV_T14842488,16211448,515102,5295768010,10-5295768,UNITED STATES,MO,MISSOURI,UNKNOWN,96-515102,96-515102,202307,1,2023-07-31,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,0,0,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,5440,5440,Owner,Upgrade,0,0,0,0,0,0,1.00,0,0.00,0,0.00,1.00,1.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14842488,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,2023-07-31,2023-07-31,null,null,670677945,0E-12,69-5295768010,null,16211448,202307310689,VOICE,ACCT_TMA,Accounting TMA,null,null,true,Yes,ENG,ENGLISH,10,Ocean Enclave - FFS,Ocean Enclave - FFS,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,1,Pender,HGV5151020096,HGV202307310689LVB16211448,HGV80391415295768010,5.10,Managed,Managed,5295768010,10-5295768,Mr.       ,          ,2023-07-31,HGV,N,96,16211448,670677945,null,5295768010,96,2023-07-31,20230731,202307310689,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,2023-01-01,2023-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV96,96,515102,096-515102,HGV96,HGV96
476,HGV,SALE,2023-07-31,5,HGV_T14842488,16211448,515102,5295768010,10-5295768,UNITED STATES,MO,MISSOURI,994053,96-515102,UNKNOWN,202307,1,2023-07-31,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14842488,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,2023-07-31,1900-01-01,null,null,670677945,0E-12,69-5295768010,null,16211448,202307310689,VOICE,GL-UPGRADE,GL Interface UO Gross & Cancel,null,null,true,Yes,ENG,ENGLISH,10,Ocean Enclave - FFS,null,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,,HGV5151020096,HGV202307310689LVB16211448,HGV80391415295768010,5.10,Managed,null,5295768010,10-5295768,Mr.       ,          ,2023-07-31,HGV,N,0,16211448,670677945,null,5295768010,96,2023-07-31,20230731,202307310689,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,2023-01-01,2023-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV96,96,515102,096-515102,HGV96,HGV0
476,HGV,SALE,2023-07-31,5,HGV_T14842488,16211448,515102,5295768010,10-5295768,UNITED STATES,MO,MISSOURI,994053,96-515102,UNKNOWN,202307,1,2023-07-31,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14842488,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,2023-07-31,1900-01-01,null,null,670677945,0E-12,69-5295768010,null,16211448,202307310689,VOICE,GL-UPGRADE,GL Interface UO Gross & Cancel,null,null,true,Yes,ENG,ENGLISH,10,Ocean Enclave - FFS,null,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,,HGV5151020096,HGV202307310689LVB16211448,HGV80391415295768010,5.10,Managed,null,5295768010,10-5295768,Mr.       ,          ,2023-07-31,HGV,N,0,16211448,670677945,null,5295768010,96,2023-07-31,20230731,202307310689,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,2023-01-01,2023-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV96,96,515102,096-515102,HGV96,HGV0
476,HGV,SALE,2023-07-31,5,HGV_T14842488,16211448,515102,5295768010,10-5295768,UNITED STATES,MO,MISSOURI,994053,96-515102,94-527086,202307,1,2023-07-31,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,0,0,94-527086,527086,94,EOY,5,Inactive Owner,UO,Upgrade Out,2024-05-06,2022-03-26,2022-03-16,Managed,5440,5440,Owner,Upgrade,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,-2720,0,-2720,-15600.000000000000,-15600.000000000000,0E-12,0E-12,-15600.000000000000,-15600.000000000000,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,-15600.000000000000,-15600.000000000000,1,0,0.00,15600.00,14842488,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,-15600.000000000000,-15600.000000000000,2026-06-10T12:30:26.880Z,2023-07-31,2022-03-16,null,null,670677945,0E-12,69-5295768010,null,16211448,202307310689,VOICE,GL-UPGRADE,GL Interface UO Gross & Cancel,null,null,true,Yes,ENG,ENGLISH,10,Ocean Enclave - FFS,Ocean 22,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,,HGV5270860094,HGV202307310689LVB16211448,HGV80391415295768010,5.10,Managed,Managed,5295768010,10-5295768,Mr.       ,          ,2023-07-31,HGV,N,94,16211448,670677945,null,5295768010,96,2023-07-31,20230731,202307310689,0,0E-12,0E-12,-15600.000000000000,0E-12,-15600.000000000000,N,null,null,null,2023-01-01,2023-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV94,94,527086,094-527086,HGV96,HGV94
476,HGV,SALE,2023-07-31,5,HGV_T14842488,16211448,515102,5295768010,10-5295768,UNITED STATES,MO,MISSOURI,994053,96-515102,UNKNOWN,202307,1,2023-07-31,96-515102,515102,96,Full Week,2,Current Owner,OW,Owner,1900-01-01,2024-05-06,2023-07-31,Managed,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14842488,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,2023-07-31,1900-01-01,null,null,670677945,0E-12,69-5295768010,null,16211448,202307310689,VOICE,GL-UPGRADE,GL Interface UO Gross & Cancel,null,null,true,Yes,ENG,ENGLISH,10,Ocean Enclave - FFS,null,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,,HGV5151020096,HGV202307310689LVB16211448,HGV80391415295768010,5.10,Managed,null,5295768010,10-5295768,Mr.       ,          ,2023-07-31,HGV,N,0,16211448,670677945,null,5295768010,96,2023-07-31,20230731,202307310689,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,2023-01-01,2023-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV96,96,515102,096-515102,HGV96,HGV0
