tour_key_hash,organization,smt_category,transaction_date,acct_ops_flag,tour_key,tour_id,contr_num,lead_id,lead_id_formatted,country,state___country_code,state___country_description,account_number,operational_contract_number,accounting_contract_number,year___month_code,source_system,pender_date,ops_formatted_contract_project,ops_contract_number,ops_project_number,ops_contract_inventory_week_type,ops_contract_status_code,ops_contract_status_desc,ops_contract_substatus_code,ops_contract_substatus_desc,ops_cancel_date,ops_close_date,ops_suspense_date,ops_project_type,ops_points_purchased,ops_points_assessed,acct_formatted_contract_project,acct_contract_number,acct_project_number,acct_contract_inventory_week_type,acct_contract_status_code,acct_contract_status_desc,acct_contract_substatus_code,acct_contract_substatus_desc,acct_cancel_date,acct_close_date,acct_suspense_date,acct_project_type,acct_points_purchased,acct_points_assessed,ownership_status,ownership_status_details,booked,showed,qualified,gross_qualified,non_qualified,gross_transactions,gross_weeks,cancel_transactions,cancel_weeks,net_transactions,forclosure_weeks,net_weeks,net_weeks__inc_forclosures,gross_points_assessed_adjusted,cancel_points_assessed_adjusted,net_points_assessed_adjusted,gross_volume,gross_volume_local,cancel_volume,cancel_volume_local,gross_volume_adjusted,gross_volume_adjusted_local,gross_fdi,gross_fdi_local,cancel_fdi,cancel_fdi_local,net_fdi,net_fdi_local,net_volume,net_volume_local,owners,new_buyers,credit,debit,gross_booked_tour_key,gross_volume_pender,cancel_volume_pender,net_volume_pender,gross_transactions_excl_club_direct,cancel_transactions_excl_club_direct,net_transactions_excl_club_direct,qualified_tours_excl_club_direct,gross_volume_adjusted_excl_club_direct,net_volume_excl_club_direct,last_refresh_time,ops_sold_date,acct_sold_date,voice_reference_num,external_tour_id,enterprise_lead_id,budgeted_hgv_net_volume,fmt_enterprise_lead_id,lead_name,chorus_tour_id,voice_tour_id,sale_source_system,transaction_type_code,transaction_type_desc,honors_tier,honors_tier_as_of_today,hooked_flag,hooked_flag_desc,language_code,language_desc,lead_area,ops_project_desc,acct_project_desc,marital_status_code,marital_status_desc,nationality_code,nationality_desc,occupation_code,occupation_desc,pre_gifted_flag,pre_gifted_flag_desc,product_code,product_desc,purchase_type_code,purchase_type_desc,uni_contract_key,uni_tour_key,uni_package_key,tour_score,ops_project_type_summary,acct_project_type_summary,voice_lead_id,voice_lead_id_formatted,lead_title_1,lead_title_2,tour_date,lead_source_desc,secondary_owner_flag,acct_project_number_str,chorus_tour_id_str,enterprise_lead_id_str,external_tour_id_str,lead_id_str,op_project_number_str,transaction_date_str,transaction_date_ymd,voice_tour_id_str,r20_gross_transactions,r20_cancel_transactions,r20_net_transactions,r20_gross_volume,r20_cancel_volume,r20_net_volume,exclude_flag,lead_prequal_fico_tier,sell_vendor_cd,sell_vendor_name,resc_start_date,resc_end_date,grossfdisuppressed,grossfdisuppressedlocalcurrency,cancelfdisuppressed,cancelfdisuppressedlocalcurrency,fico_color,uni_project_key,project_ref,contr_num_ref,project_contr_num_ref,ops_uni_project_key,acct_uni_project_key
744,HGV,SALE,2023-07-31,5,HGV_T14845318,16214341,664820,240760800,800-240760,UNITED STATES,TX,TEXAS,UNKNOWN,115-664820,115-664820,202307,1,2023-07-31,115-664820,664820,115,null,2,Current Owner,OW,Owner,1900-01-01,2023-08-14,2023-07-31,VIP,11520,11520,115-664820,664820,115,null,2,Current Owner,OW,Owner,1900-01-01,2023-08-14,2023-07-31,VIP,11520,11520,New Buyer,New Buyer,0,0,0,0,0,1,0.00,0,0.00,1,0.00,0.00,0.00,0,0,0,1795.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,1795.000000000000,0E-12,0,1,0.00,0.00,14845318,0E-12,0E-12,0E-12,1.000000000000,0E-12,1.000000000000,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,2023-07-31,2023-07-31,null,null,689974486,0E-12,9-689974486,null,16214341,202307310859,VOICE,G,Gross Sales,null,null,true,Yes,ENG,ENGLISH,800,VIP (Points),VIP (Points), ,UNKNOWN   ,     ,                    ,0,                    ,false,No,1,VACATION OWNERSHIP,1,Pender,HGV6648200115,HGV202307310859VIC16214341,HGV0240760800,5.10,VIP,VIP,240760800,800-240760,Ms.       ,          ,2023-07-31,HGV,N,115,16214341,689974486,null,240760800,115,2023-07-31,20230731,202307310859,1,0E-12,1.000000000000,1795.000000000000,0E-12,1795.000000000000,N,1,null,null,2023-01-01,2023-01-01,0E-12,0E-12,0E-12,0E-12,Green,HGV115,115,664820,115-664820,HGV115,HGV115
310,HGV,TOUR,2023-07-18,5,HGV_T14759331,16120144,0,3073368116,116-3073368,UNITED STATES,FL,FLORIDA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14759331,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,677109511,0E-12,69-3073368116,null,16120144,202307180096,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,116,null,null,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,16,EDUCATION           ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307180096OSW16120144,HGV03073368116,5.10,null,null,3073368116,116-3073368,Ms.       ,          ,2023-07-18,HGV,N,0,16120144,677109511,null,3073368116,0,2023-07-18,20230718,202307180096,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
217,HGV,TOUR,2023-07-18,5,HGV_T13255365,14432043,0,3432444139,139-3432444,UNITED STATES,NV,NEVADA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,13255365,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,696712723,0E-12,69-3432444139,null,14432043,202307180001,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,139,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307180001PCT14432043,HGV79988233432444139,null,null,null,3432444139,139-3432444,          ,          ,2023-07-18,HGV,N,0,14432043,696712723,null,3432444139,0,2023-07-18,20230718,202307180001,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
649,HGV,TOUR,2023-07-28,5,HGV_T14826117,16193333,0,5095808116,116-5095808,UNITED STATES,IN,INDIANA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14826117,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,688393913,0E-12,69-5095808116,null,16193333,202307280400,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,116,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307280400MYR16193333,HGV05095808116,5.10,null,null,5095808116,116-5095808,Mr.       ,Mrs.      ,2023-07-28,HGV,N,0,16193333,688393913,null,5095808116,0,2023-07-28,20230728,202307280400,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
508,HGV,TOUR,2023-07-06,5,HGV_T14526046,15861899,0,4185199137,137-4185199,UNITED STATES,GA,GEORGIA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14526046,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,689412605,0E-12,69-4185199137,null,15861899,202307060285,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,137,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307060285TUS15861899,HGV04185199137,5.10,null,null,4185199137,137-4185199,Mr.       ,Mrs.      ,2023-07-06,HGV,N,0,15861899,689412605,null,4185199137,0,2023-07-06,20230706,202307060285,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
568,HGV,TOUR,2023-07-19,5,HGV_T14350543,15668274,0,7087203160,160-7087203,UNITED STATES,VA,VIRGINIA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14350543,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,684034788,0E-12,69-7087203160,null,15668274,202307190146,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,160,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,199,CURRENTLY EMPLOYED  ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307190146TUS15668274,HGV07087203160,5.10,null,null,7087203160,160-7087203,Mr.       ,Mrs.      ,2023-07-19,HGV,N,0,15668274,684034788,null,7087203160,0,2023-07-19,20230719,202307190146,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
83,HGV,TOUR,2023-07-23,5,HGV_T14780445,16143615,0,3695237149,149-3695237,UNITED STATES,CA,CALIFORNIA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14780445,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,689913951,0E-12,69-3695237149,null,16143615,202307230505,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,149,null,null,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307230505LVB16143615,HGV90627073695237149,null,null,null,3695237149,149-3695237,Mr.       ,          ,2023-07-23,HGV,N,0,16143615,689913951,null,3695237149,0,2023-07-23,20230723,202307230505,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
704,HGV,SALE,2023-07-12,5,HGV_T12425181,13517612,95197,450358070,70-450358,MEXICO,ES,ALL STATES,UNKNOWN,79-95197,79-95197,202307,1,1900-01-01,79-95197,95197,79,Full Week,5,Inactive Owner,CX,Cancel,2023-07-12,2021-11-28,2021-11-28,Managed,0,0,79-95197,95197,79,Full Week,5,Inactive Owner,CX,Cancel,2023-07-12,2021-11-28,2021-11-28,Managed,32000,32000,New Buyer,New Buyer,0,0,0,0,0,0,0.00,1,0.00,-1,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,12425181,0E-12,0E-12,0E-12,0E-12,1.000000000000,-1.000000000000,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,2021-11-28,2021-11-28,null,null,686474663,0E-12,69-450358070,null,13517612,202111280020,VOICE,C,Cancel Sales,null,null,true,Yes,,,70,Fiesta Americana - Members,Fiesta Americana - Members, ,UNKNOWN   ,     ,                    ,0,                    ,false,No,1,VACATION OWNERSHIP,1,Pender,HGV951970079,HGV202111280020SWF13517612,HGV0450358070,6.10,Managed,Managed,450358070,70-450358,Mr.       ,          ,2021-11-28,HGV,N,79,13517612,686474663,null,450358070,79,2023-07-12,20230712,202111280020,0,0E-12,-1.000000000000,0E-12,0E-12,0E-12,N,null,null,null,2021-01-29,2021-01-29,0E-12,0E-12,0E-12,0E-12,Pink,HGV79,79,95197,079-95197,HGV79,HGV79
110,HGV,TOUR,2023-07-29,5,HGV_T14701023,16055370,0,4847778133,133-4847778,UNITED STATES,GA,GEORGIA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14701023,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,685068424,0E-12,69-4847778133,null,16055370,202307290247,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,133,null,null,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,199,CURRENTLY EMPLOYED  ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307290247MYR16055370,HGV81251454847778133,null,null,null,4847778133,133-4847778,          ,          ,2023-07-29,HGV,N,0,16055370,685068424,null,4847778133,0,2023-07-29,20230729,202307290247,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
745,HGV,TOUR,2023-07-06,5,HGV_T14608082,15952639,0,8840652158,158-8840652,UNITED STATES,NJ,NEW JERSEY,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14608082,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,683701106,0E-12,69-8840652158,null,15952639,202307060353,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,158,null,null,M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307060353TUS15952639,HGV79245398840652158,1.10,null,null,8840652158,158-8840652,Mr.       ,Mrs.      ,2023-07-06,HGV,N,0,15952639,683701106,null,8840652158,0,2023-07-06,20230706,202307060353,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,1,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Green,HGV0,0,0,000-0,HGV0,HGV0
695,HGV,TOUR,2023-07-11,5,HGV_T14703966,16058764,0,4193604137,137-4193604,UNITED STATES,OH,OHIO,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,1,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14703966,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,679310083,0E-12,69-4193604137,null,16058764,202307110439,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,137,null,null,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,2,RETIRED             ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307110439TUS16058764,HGV04193604137,5.10,null,null,4193604137,137-4193604,Mr.       ,Miss      ,2023-07-11,HGV,N,0,16058764,679310083,null,4193604137,0,2023-07-11,20230711,202307110439,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
715,HGV,TOUR,2023-07-06,5,HGV_T14722942,16079793,0,3882099137,137-3882099,UNITED STATES,WI,WISCONSIN,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,Owner,Upgrade,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,1,0,0.00,0.00,14722942,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,678069821,0E-12,69-3882099137,null,16079793,202307060794,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,137,null,null,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,199,CURRENTLY EMPLOYED  ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307060794VIC16079793,HGV03882099137,5.10,null,null,3882099137,137-3882099,Mr.       ,          ,2023-07-06,HGV,N,0,16079793,678069821,null,3882099137,0,2023-07-06,20230706,202307060794,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
210,HGV,TOUR,2023-07-10,5,HGV_T14736392,16094951,0,230045800,800-230045,UNITED STATES,MD,MARYLAND,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,1,1,1,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14736392,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,700290801,0E-12,9-700290801,null,16094951,202307100099,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,800,null,null,M,MARRIED   ,     ,                    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307100099VRG16094951,HGV0230045800,null,null,null,230045800,800-230045,          ,          ,2023-07-10,HGV,N,0,16094951,700290801,null,230045800,0,2023-07-10,20230710,202307100099,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,1,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Dark Green,HGV0,0,0,000-0,HGV0,HGV0
376,HGV,TOUR,2023-07-11,5,HGV_T13927019,15196996,0,9768082140,140-9768082,UNITED STATES,GA,GEORGIA,UNKNOWN,UNKNOWN,UNKNOWN,202307,1,1900-01-01,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,0,0,UNKNOWN,0,0,null,null,null,null,null,1900-01-01,1900-01-01,1900-01-01,null,null,null,New Buyer,New Buyer,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,13927019,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,1900-01-01,1900-01-01,null,null,675130963,0E-12,69-9768082140,null,15196996,202307110031,VOICE,T,Tour,null,null,true,Yes,ENG,ENGLISH,140,null,null,S,SINGLE    ,AME  ,AMERICAN/ENGLISH    ,0,                    ,false,No,1,VACATION OWNERSHIP,0,UNKNOWN,HGV00000,HGV202307110031LVB15196996,HGV76547519768082140,null,null,null,9768082140,140-9768082,          ,          ,2023-07-11,HGV,N,0,15196996,675130963,null,9768082140,0,2023-07-11,20230711,202307110031,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,1900-01-01,1900-01-01,0E-12,0E-12,0E-12,0E-12,Pink,HGV0,0,0,000-0,HGV0,HGV0
695,HGV,SALE,2023-07-26,5,HGV_T14819922,16186734,664029,4461040137,137-4461040,UNITED STATES,NY,NEW YORK,UNKNOWN,115-664029,115-664029,202307,1,2023-07-26,115-664029,664029,115,null,5,Inactive Owner,UO,Upgrade Out,2025-02-09,2023-08-08,2023-07-26,VIP,11520,11520,115-664029,664029,115,null,5,Inactive Owner,UO,Upgrade Out,2025-02-09,2023-08-08,2023-07-26,VIP,11520,11520,New Buyer,New Buyer,0,0,0,0,0,1,0.00,0,0.00,1,0.00,0.00,0.00,11520,0,11520,1795.000000000000,0E-12,0E-12,0E-12,1795.000000000000,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,1795.000000000000,0E-12,0,1,0.00,0.00,14819922,0E-12,0E-12,0E-12,1.000000000000,0E-12,1.000000000000,0,1795.000000000000,1795.000000000000,2026-06-10T12:30:26.880Z,2023-07-26,2023-07-26,null,null,689202578,0E-12,69-4461040137,null,16186734,202307260409,VOICE,G,Gross Sales,null,null,true,Yes,ENG,ENGLISH,137,VIP (Points),VIP (Points),M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,21,NURSE/HEALTH CARE/NO,false,No,1,VACATION OWNERSHIP,1,Pender,HGV6640290115,HGV202307260409VIC16186734,HGV89305454461040137,5.10,VIP,VIP,4461040137,137-4461040,Mrs.      ,Mr.       ,2023-07-26,HGV,N,115,16186734,689202578,null,4461040137,115,2023-07-26,20230726,202307260409,1,0E-12,1.000000000000,1795.000000000000,0E-12,1795.000000000000,N,null,null,null,2023-01-27,2023-01-27,0E-12,0E-12,0E-12,0E-12,Pink,HGV115,115,664029,115-664029,HGV115,HGV115
695,HGV,WEEKS,2023-07-26,6,HGV_T14819922,16186734,664029,4461040137,137-4461040,UNITED STATES,NY,NEW YORK,UNKNOWN,115-664029,115-664029,202307,1,2023-07-26,115-664029,664029,115,null,5,Inactive Owner,UO,Upgrade Out,2025-02-09,2023-08-08,2023-07-26,VIP,0,0,115-664029,664029,115,null,5,Inactive Owner,UO,Upgrade Out,2025-02-09,2023-08-08,2023-07-26,VIP,11520,11520,New Buyer,New Buyer,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0,0,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-10,0E-12,0E-12,0E-12,0E-12,0E-12,0,1,0.00,0.00,14819922,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,0E-12,0E-12,2026-06-10T12:30:26.880Z,2023-07-26,2023-07-26,null,null,689202578,0E-12,69-4461040137,null,16186734,202307260409,VOICE,ACCT_TMA,Accounting TMA,null,null,true,Yes,ENG,ENGLISH,137,VIP (Points),VIP (Points),M,MARRIED   ,AME  ,AMERICAN/ENGLISH    ,21,NURSE/HEALTH CARE/NO,false,No,1,VACATION OWNERSHIP,1,Pender,HGV6640290115,HGV202307260409VIC16186734,HGV89305454461040137,5.10,VIP,VIP,4461040137,137-4461040,Mrs.      ,Mr.       ,2023-07-26,HGV,N,115,16186734,689202578,null,4461040137,115,2023-07-26,20230726,202307260409,0,0E-12,0E-12,0E-12,0E-12,0E-12,N,null,null,null,2023-01-27,2023-01-27,0E-12,0E-12,0E-12,0E-12,Pink,HGV115,115,664029,115-664029,HGV115,HGV115
