tour_key_hash,organization,tour_key,tour_id,contr_num,tour_booked_date,tour_date,tour_status_code,tour_status_desc,tour_type_code,tour_type_desc,tour_wave_code,tour_wave_desc,wave_time,formatted_wave_time,tour_arrival_time,tour_length,manifest_code,manifest_description,office_active___inactive_flag,office_code,office_description,office_division,office_region,office_sales_type,office_site,office_subregion,office_subsite,marketing_box_code,marketing_box_desc,marketing_company_code,marketing_company_desc,channel,marketing_source_department_code_debit,dept_desc,dept_type,tour_channel,marketing_program_code,marketing_program_desc,last_refresh_time,activator_code,activator_desc,tour_disqualification_code,tour_disqualification_desc,tour_purchase_date,tour_activation_date,source_code,source_desc,external_tour_id,office_code_consolidated,office_brand,tour_confirmation_code,tour_confirmation_desc,mobile_office_code,mobile_office_desc,call_center_code,call_center_desc,activation_promotion_code,activation_promotion_desc,customer_care_promotion_code,customer_care_promotion_desc,marketing_package_type_code,marketing_package_type_desc,promotion_code,promotion_desc,summary_code,summary_desc,package_sale_id,tour_length_str,market_link,offer_type,market_mix,item_status,offer_cd,offer_desc,sales_line
59,DRI,DRI_T7542751,7542751,-1,2005-03-10,2005-03-10,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
655,DRI,DRI_T8077824,8077824,-1,2005-02-03,2005-02-03,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:00:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:00:00,null,null,null,null,null,null,null
566,DRI,DRI_T7874392,7874392,-1,2004-06-24,2004-06-24,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:30:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:30:00,null,null,null,null,null,null,null
471,DRI,DRI_T7472490,7472490,-1,2004-11-10,2004-11-10,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T06:00:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 06:00:00,null,null,null,null,null,null,null
548,DRI,DRI_T8053420,8053420,-1,2004-09-09,2004-09-09,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,null,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
30,DRI,DRI_T79722216,79722216,-1,2017-05-30,2017-05-30,3,No Show,LIN,Regular Line,FLG,02:30 PM - Frontline,1970-01-01T14:30:00.000Z,02:30 PM,null,null,20683,POLO TOWERS VILLAS,true,PTL,Polo Towers at Cancun Action Line,Domestic,North America/Europe,Developer,Las Vegas,LV HGV,Cancun,GSTOF,GUEST OF,11879,RPM,InHouse,16263,InHouse - NonOwner,OnSite Marketing,null,GST,IN HOUSE REFERRAL,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2017-05-30,1900-01-01,ZCG,GUEST OF CLUB,null,DRIPTL,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,NON,None,null,null,null,null,null,null,null,null,null,null,null
536,DRI,DRI_T82350433,82350433,-1,2016-07-13,2016-07-25,2,Show,INH,In-house,PCE,08:00 AM - Member EOL,1970-01-01T08:00:00.000Z,08:00 AM,08:15 AM,1970-01-01T02:08:00.000Z,10159,The Historic Powhatan Resort,true,WSI,Williamsburg InhouseLine,Domestic,North America/Europe,Developer,Williamsburg,West / Midwest / Atl,Williamsburg,PCECD,PCE 2.0 Event - Club Dinner,11879,RPM,InHouse,16251,InHouse,OnSite Marketing,Special Programs,CLB,CLUB,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-07-13,1900-01-01,ZCMR,CLUB MEMBER RESERVATION,null,DRIWSI,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,NON,None,null,null,null,1970-01-01 02:08:00,null,null,null,null,null,null,null
440,DRI,DRI_T82421483,82421483,-1,2016-08-09,2016-08-10,3,No Show,LIN,Regular Line,FDO,01:15 PM - OPC,1970-01-01T13:15:00.000Z,01:15 PM,null,null,29064,OPC Subway Booth,true,BFL,Bent Creek - Gatlinburg Action Line,Domestic,North America/Europe,Developer,Gatlinburg,West / Midwest / Atl,Bent Creek,BLUE,Blue Credit Score,10064,RMI,OPC,16220,OPC - DRI,OnSite Marketing,Non-Owner,OPC,OPC,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-08-09,1900-01-01,BCG1S,Bent Creek OPC location-Subway,null,DRIBFL,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,NON,None,null,null,null,null,null,null,null,null,null,null,null
105,DRI,DRI_T83961443,83961443,-1,2016-10-13,2017-07-13,2,Show,LIN,Regular Line,ABN,08:30 AM - NMC Minivac-Non Owner,1970-01-01T08:30:00.000Z,08:30 AM,08:45 AM,1970-01-01T03:41:00.000Z,20351,DBH-Wyndham Garden Busch Gardens Area,true,WSR,Williamsburg Action Line,Domestic,North America/Europe,Developer,Williamsburg,West / Midwest / Atl,Williamsburg,PTE,Pre Tour Engagement Test,16370,DRI National Marketing Center,Bounceback,16386,DM Bounceback Summerlin,Direct Marketing NMC,Non-Owner,RM,BOUNCEBACK,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-07-04,1900-01-01,BBOBC,Bounce Back Ocean Beach Discovery Center,null,DRIWSR,DRI,null,null,null,null,DRI,National Marketing Center,null,null,null,null,null,null,100RS,$ 100.00 Dining card,null,null,null,1970-01-01 03:41:00,null,null,null,null,null,null,null
537,DRI,DRI_T8217424,8217424,-1,2006-09-01,2006-09-01,2,Show,42,Inhouse Multi Media,1,Le Club Mougins Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:00 AM,1970-01-01T03:00:00.000Z,null,null,true,116,W-Le Club Mougins,International,North America/Europe,Developer,Europe,East,France Club Mougin,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI116,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 03:00:00,null,null,null,null,null,null,null
709,DRI,DRI_T7365091,7365091,-1,2003-08-27,2003-08-27,3,No Show,1,Paid Line Tour,4,Flanesford Wave 4,1970-01-01T19:00:00.000Z,07:00 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,61,C-Flanesford Priory Country Estate,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16699,Quay - Lancaster,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7995,L02/NS/C03 Clar Couples for C3/0800,null,DRI61,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
340,DRI,DRI_T8115089,8115089,-1,2006-09-15,2006-09-15,2,Show,42,Inhouse Multi Media,1,Le Club Mougins Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,03:30 PM,1970-01-01T02:30:00.000Z,null,null,true,116,W-Le Club Mougins,International,North America/Europe,Developer,Europe,East,France Club Mougin,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI116,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 02:30:00,null,null,null,null,null,null,null
645,DRI,DRI_T8152570,8152570,-1,2004-07-09,2004-07-09,2,Show,42,Inhouse Multi Media,1,Le Club Mougins Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,05:30 PM,1970-01-01T02:30:00.000Z,null,null,true,116,W-Le Club Mougins,International,North America/Europe,Developer,Europe,East,France Club Mougin,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI116,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 02:30:00,null,null,null,null,null,null,null
274,DRI,DRI_T8125514,8125514,-1,2000-09-22,2000-09-22,2,Show,44,Autotour (Non Mkting),1,LABC Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:26 AM,1970-01-01T00:00:00.000Z,null,null,true,53,F-LABC Dave Stronach,International,North America/Europe,Developer,Europe,East,Los Amigos,null,null,16707,Onsite Marketing,InHouse,16251,InHouse,OnSite Marketing,null,59,LSI Float Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI53,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
791,DRI,DRI_T7649429,7649429,-1,2004-09-15,2004-09-15,2,Show,43,Inhouse Non Multi Media,1,Premier English - 2.30pm,1970-01-01T14:30:00.000Z,02:30 PM,11:31 AM,1970-01-01T01:39:00.000Z,null,null,true,55,W-Pine Lake Resort,International,North America/Europe,Developer,Europe,East,Pine Lake,null,null,16709,Owner Marketing Lancaster,null,null,null,null,null,TV,TVC Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,312,Thurnham Conv. - follow up mailing,null,DRI55,DRI,null,null,null,null,null,null,null,null,null,null,null,null,5,Free Mini Vac,MIN,Minivac,null,1970-01-01 01:39:00,null,null,null,null,null,null,null
22,DRI,DRI_T7934619,7934619,-1,1996-09-03,1996-09-03,2,Show,26,GVC OWNER,1,White Sands Inhouse Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:30 AM,1970-01-01T02:06:00.000Z,null,null,true,75,W-White Sands In House - Inactive,International,North America/Europe,Developer,Europe,East,Menorca,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,651,GVC Member ,null,DRI75,DRI,null,null,null,null,null,null,null,null,null,null,null,null,999,No Gift,OMK,Other Marketing,null,1970-01-01 02:06:00,null,null,null,null,null,null,null
233,DRI,DRI_T82442077,82442077,-1,2016-08-10,2016-10-11,2,Show,EPP,Exit Program Purchased,EBS,12:30 PM - Non-Owner Sampler,1970-01-01T12:30:00.000Z,12:30 PM,12:21 PM,1970-01-01T04:19:00.000Z,16399,Polo Towers Suites,true,PTL,Polo Towers at Cancun Action Line,Domestic,North America/Europe,Developer,Las Vegas,LV HGV,Cancun,TSAMP,THE SAMPLER FULFILLED,16370,DRI National Marketing Center,Sampler,16518,Sampler Preview - New Buyers,Direct Marketing NMC,Sampler Exit Program,TSA,THE Sampler Preview,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-08-10,1900-01-01,TSA,THE Sampler fulfillment,null,DRIPTL,DRI,null,null,null,null,DRI,National Marketing Center,null,null,null,null,null,null,NON,None,null,null,null,1970-01-01 04:19:00,null,null,null,null,null,null,null
347,DRI,DRI_T7744452,7744452,-1,2004-10-09,2004-10-09,4,Show - No tour,17,NRA UNPD,2,Broome Park Cold Line Wave 2,1970-01-01T14:00:00.000Z,02:00 PM,03:30 PM,1970-01-01T00:01:00.000Z,null,null,true,173,C-Broome Park Golf and Country Club,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16790,Cruise Travel Ltd,null,null,null,null,null,75,Outside Generator Cold lead,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,99,Misc ,null,DRI173,DRI,null,null,null,null,null,null,null,null,null,null,null,null,615,Feria (2 Flights and Free Car Hire),CLD,Cold,null,1970-01-01 00:01:00,null,null,null,null,null,null,null
329,DRI,DRI_T8066686,8066686,-1,1998-10-27,1998-10-27,2,Show,43,Inhouse Non Multi Media,1,Woodford Bridge Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,09:30 AM,1970-01-01T01:30:00.000Z,null,null,true,54,W-Woodford Bridge Country Club,International,North America/Europe,Developer,Europe,East,Woodford Bridge,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,651,GVC Member ,null,DRI54,DRI,null,null,null,null,null,null,null,null,null,null,null,null,999,No Gift,OMK,Other Marketing,null,1970-01-01 01:30:00,null,null,null,null,null,null,null
483,DRI,DRI_T8044707,8044707,-1,1992-07-05,1992-07-05,5,Cancel,1,Paid Line Tour,3,Woodford Bridge Cold Line Wave 3,1970-01-01T18:00:00.000Z,06:00 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,4,C-Woodford Bridge Country Club,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16736,WBCC Telesales,null,null,null,null,null,4,LSI Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,654,LSI Owner,null,DRI4,DRI,null,null,null,null,null,null,null,null,null,null,null,null,74,Atomic Saloon Show,null,null,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
233,DRI,DRI_T7859112,7859112,-1,2003-09-20,2003-09-20,3,No Show,1,Paid Line Tour,1,Wychnor Park Cold Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,3,C-Wychnor Park Country Club,Domestic,North America/Europe,Developer,Europe,East,Wychnor Park,null,null,16704,Imex Centre (UK),null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7995,L02/NS/C03 Clar Couples for C3/0800,null,DRI3,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
104,DRI,DRI_T83892601,83892601,-1,2016-10-01,2016-10-06,7,Reschedule Out,LIN,Regular Line,GOI,08:30 AM - Gst of,1970-01-01T08:30:00.000Z,08:30 AM,null,null,10836,PPR-Poipu Point,true,PPI,The Point at Poipu Domestic Action Line,Domestic,Asia Pacific,Developer,Kauai,Hawaii,Poipu,OWNR,OWNER STAY,11879,RPM,InHouse,16251,InHouse,OnSite Marketing,Direct,OWN,OWNER,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-10-01,1900-01-01,ZTRO,TRADITIONAL OWNER,null,DRIPPI,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,NON,None,null,null,null,null,null,null,null,null,null,null,null
227,DRI,DRI_T7373420,7373420,-1,2004-03-26,2004-03-26,5,Cancel,1,Paid Line Tour,1,Wychnor Park Cold Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,3,C-Wychnor Park Country Club,Domestic,North America/Europe,Developer,Europe,East,Wychnor Park,null,null,16704,Imex Centre (UK),null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7564,L61/NS/C01 Edsel Cameo Investor,null,DRI3,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
712,DRI,DRI_T8177296,8177296,-1,2003-06-05,2003-06-05,2,Show,42,Inhouse Multi Media,1,Cala de Mar Warm Line,1970-01-01T10:00:00.000Z,10:00 AM,10:00 AM,1970-01-01T02:00:00.000Z,null,null,true,234,W-Cala de Mar - Inactive,Domestic,Other,Developer,Other,Other,UNDEFINED,null,null,16707,Onsite Marketing,null,null,null,null,null,5,RCI Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,5,RCI / II ,null,DRI234,DRI,null,null,null,null,null,null,null,null,null,null,null,null,817,Exchange/Inbound RCI Points Resv,ECH,Exchange ,null,1970-01-01 02:00:00,null,null,null,null,null,null,null
140,DRI,DRI_T7488363,7488363,-1,2004-02-20,2004-02-20,5,Cancel,43,Inhouse Non Multi Media,1,Sahara Costa Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,160,W-Sahara Costa,International,North America/Europe,Developer,Europe,East,Sahara,null,null,17174,GVC Holidays,null,null,null,null,null,8,Previous Tour No Purchase,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,9061,Flanesford Cold Line Sales Office,null,DRI160,DRI,null,null,null,null,null,null,null,null,null,null,null,null,692,Feria OP2 (2 flights),TNB,Tour No Buy,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
641,DRI,DRI_T83892087,83892087,-1,2016-10-01,2017-02-13,5,Cancel,EPP,Exit Program Purchased,AAS,08:00 AM - Sampler Non-Owner REMOVE,1970-01-01T08:00:00.000Z,08:00 AM,null,null,20306,Hyatt Place,true,CAB,Cabo Azul Resort Action Line,International,North America/Europe,Developer,Los Cabos,West / Midwest / Atl,Cabo Azul,TSAMP,THE SAMPLER FULFILLED,16370,DRI National Marketing Center,Sampler,16518,Sampler Preview - New Buyers,Direct Marketing NMC,null,TSA,THE Sampler Preview,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-10-01,1900-01-01,TSA,THE Sampler fulfillment,null,DRICAB,DRI,null,null,null,null,DRI,National Marketing Center,null,null,null,null,null,null,NON,None,null,null,null,null,null,null,null,null,null,null,null
99,DRI,DRI_T83954517,83954517,-1,2016-10-14,2016-12-19,7,Reschedule Out,EPP,Exit Program Purchased,EAS,12:00 PM - New Member Spanish,1970-01-01T12:00:00.000Z,12:00 PM,null,null,16516,ORL-Mystic Dunes,true,MDL,Mystic Dunes Resort Line,Domestic,North America/Europe,Developer,Orlando,East,Mystic Dunes,TSAMP,THE SAMPLER FULFILLED,16370,DRI National Marketing Center,Sampler,16518,Sampler Preview - New Buyers,Direct Marketing NMC,null,TSA,THE Sampler Preview,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-10-14,1900-01-01,TSA,THE Sampler fulfillment,null,DRIMDL,DRI,null,null,null,null,DRI,National Marketing Center,null,null,null,null,null,null,NON,None,null,null,null,null,null,null,null,null,null,null,null
365,DRI,DRI_T7958000,7958000,-1,2005-04-23,2005-04-23,3,No Show,1,Paid Line Tour,2,Broome Park Cold Line Wave 2,1970-01-01T14:00:00.000Z,02:00 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,173,C-Broome Park Golf and Country Club,Domestic,Other,Developer,Other,Other,UNDEFINED,1338,A Place In The Sun,16782,Sunterra Warrington,null,null,null,null,null,31,Events and Exhibitions,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,665,Exhibitions and Stands ,null,DRI173,DRI,null,null,null,null,null,null,null,null,null,null,null,null,640,Feria 615 or B.O.B. Voucher,CLD,Cold,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
756,DRI,DRI_T7982504,7982504,-1,2004-07-19,2004-07-19,5,Cancel,1,Paid Line Tour,2,Cromer Country Club CLine Wave 2,1970-01-01T14:30:00.000Z,02:30 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,225,Cromer Country Club,International,North America/Europe,Developer,Europe,East,Cromer,null,null,16775,Mainstream Promotions,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,777,Phone Book,null,DRI225,DRI,null,null,null,null,null,null,null,null,null,null,null,null,626,Feria 618 and Sainsbury #50 Voucher,CLD,Cold,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
619,DRI,DRI_T7737745,7737745,-1,1998-09-06,1998-09-06,5,Cancel,1,Paid Line Tour,1,Premier English - 2.30pm,1970-01-01T14:30:00.000Z,02:30 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,55,W-Pine Lake Resort,International,North America/Europe,Developer,Europe,East,Pine Lake,null,null,16709,Owner Marketing Lancaster,null,null,null,null,null,82,VIP Agencies (Sam Tainsh) ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,186,Magnet Kitchens,null,DRI55,DRI,null,null,null,null,null,null,null,null,null,null,null,null,25,$75 MC + Odenza Week + Odenza Flight,null,null,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
329,DRI,DRI_T8490450,8490450,-1,2011-10-03,2011-10-05,2,Show,LIN,Regular Line,BAI,09:00 AM - New Member,1970-01-01T09:00:00.000Z,09:00 AM,09:00 AM,1970-01-01T02:12:00.000Z,11920,The Suites at Fall Creek,true,PFC,Branson Action Line ,Domestic,North America/Europe,Developer,Missouri,West / Midwest / Atl,Suites at Fall Creek,CLUB,CLUB,11879,RPM,InHouse,16251,InHouse,OnSite Marketing,Club,CLB,CLUB,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2011-10-03,1900-01-01,ZCMR,CLUB MEMBER RESERVATION,null,DRIPFC,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,NON,None,null,null,null,1970-01-01 02:12:00,null,null,null,null,null,null,null
749,DRI,DRI_T7393335,7393335,-1,2004-03-13,2004-03-13,3,No Show,1,Paid Line Tour,2,Pine Lake Cold Line Wave 2,1970-01-01T12:30:00.000Z,12:30 PM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,5,C-Pine Lake Resort,International,North America/Europe,Developer,Europe,East,Pine Lake,null,null,16699,Quay - Lancaster,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7995,L02/NS/C03 Clar Couples for C3/0800,null,DRI5,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
683,DRI,DRI_T7498518,7498518,-1,2003-07-27,2003-07-27,3,No Show,1,Paid Line Tour,1,Pine Lake Cold Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,5,C-Pine Lake Resort,International,North America/Europe,Developer,Europe,East,Pine Lake,null,null,16699,Quay - Lancaster,null,null,null,null,null,14,Bought Lists (Re Qualified),2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,7995,L02/NS/C03 Clar Couples for C3/0800,null,DRI5,DRI,null,null,null,null,null,null,null,null,null,null,null,null,618,Rippon 2 Flt Feria (Free Car and UK Break),OMK,Other Marketing,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
51,DRI,DRI_T7612608,7612608,-1,2005-05-27,2005-05-27,4,Show - No tour,44,Autotour (Non Mkting),1,Thurnham Hall Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:00 AM,1970-01-01T00:00:00.000Z,null,null,true,224,W-Thurnham Hall,International,North America/Europe,Developer,Europe,East,Thurnham,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI224,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
562,DRI,DRI_T7649922,7649922,-1,2005-12-09,2005-12-09,4,Show - No tour,44,Autotour (Non Mkting),1,Sahara Costa Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,10:00 AM,1970-01-01T00:00:00.000Z,17463,Sahara Sunset,true,160,W-Sahara Costa,International,North America/Europe,Developer,Europe,East,Sahara,null,null,16707,Onsite Marketing,null,null,null,null,null,79,Members Guest,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI160,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8003,GVC Pointsaver Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
354,DRI,DRI_T7920522,7920522,-1,1997-07-31,1997-07-31,2,Show,20,RTP (Returned To Purchase),1,LABC Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,01:14 PM,1970-01-01T02:28:00.000Z,null,null,true,53,F-LABC Dave Stronach,International,North America/Europe,Developer,Europe,East,Los Amigos,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,651,GVC Member ,null,DRI53,DRI,null,null,null,null,null,null,null,null,null,null,null,null,999,No Gift,OMK,Other Marketing,null,1970-01-01 02:28:00,null,null,null,null,null,null,null
