tour_key_hash,organization,tour_key,tour_id,contr_num,tour_booked_date,tour_date,tour_status_code,tour_status_desc,tour_type_code,tour_type_desc,tour_wave_code,tour_wave_desc,wave_time,formatted_wave_time,tour_arrival_time,tour_length,manifest_code,manifest_description,office_active___inactive_flag,office_code,office_description,office_division,office_region,office_sales_type,office_site,office_subregion,office_subsite,marketing_box_code,marketing_box_desc,marketing_company_code,marketing_company_desc,channel,marketing_source_department_code_debit,dept_desc,dept_type,tour_channel,marketing_program_code,marketing_program_desc,last_refresh_time,activator_code,activator_desc,tour_disqualification_code,tour_disqualification_desc,tour_purchase_date,tour_activation_date,source_code,source_desc,external_tour_id,office_code_consolidated,office_brand,tour_confirmation_code,tour_confirmation_desc,mobile_office_code,mobile_office_desc,call_center_code,call_center_desc,activation_promotion_code,activation_promotion_desc,customer_care_promotion_code,customer_care_promotion_desc,marketing_package_type_code,marketing_package_type_desc,promotion_code,promotion_desc,summary_code,summary_desc,package_sale_id,tour_length_str,market_link,offer_type,market_mix,item_status,offer_cd,offer_desc,sales_line
442,DRI,DRI_T8394599,8394599,-1,2009-11-12,2009-12-22,2,Show,42,Inhouse Multi Media,5,Wychnor Warm Line Wave 5,1970-01-01T16:00:00.000Z,04:00 PM,09:31 AM,1970-01-01T01:14:00.000Z,null,null,true,56,W-Wychnor Park Country Club,International,North America/Europe,Developer,Europe,East,Wychnor Park,null,null,17186,Wakefield,null,null,null,null,Referral DRI 2009,DR,Referral DRI 2009,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2009-11-12,1900-01-01,270,Oref Outbound Call,null,DRI56,DRI,null,null,null,null,null,null,null,null,null,null,null,null,723,Oref Diamond Referral UK Stay,ERF,Referral,null,1970-01-01 01:14:00,null,null,null,null,null,null,null
793,DRI,DRI_T7840068,7840068,-1,2004-09-14,2004-09-14,2,Show,43,Inhouse Non Multi Media,1,LABC Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,02:30 PM,1970-01-01T01:50:00.000Z,null,null,true,53,F-LABC Dave Stronach,International,North America/Europe,Developer,Europe,East,Los Amigos,null,null,17174,GVC Holidays,null,null,null,null,null,8,Previous Tour No Purchase,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,9005,Pine Lake Cold Line Sales Office,null,DRI53,DRI,null,null,null,null,null,null,null,null,null,null,null,null,741,Feria OP2 (2 flights and car) Fee Waived,TNB,Tour No Buy,null,1970-01-01 01:50:00,null,null,null,null,null,null,null
361,DRI,DRI_T7912590,7912590,-1,2005-10-13,2005-10-13,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
102,DRI,DRI_T8296624,8296624,-1,2005-01-06,2005-01-06,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T04:00:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
479,DRI,DRI_T7997000,7997000,-1,2005-06-23,2005-06-23,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
426,DRI,DRI_T8095128,8095128,-1,2007-01-31,2007-01-31,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
451,DRI,DRI_T7725109,7725109,-1,2007-07-26,2007-07-26,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
262,DRI,DRI_T7319988,7319988,-1,2002-03-21,2002-03-21,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,null,null,null,null,null,null,null,null
658,DRI,DRI_T8127861,8127861,-1,2007-10-18,2007-10-18,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,1970-01-01T01:00:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,21,Global Fixed Owner,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,101,LSI Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,800,Owner Reservations ,FAF,FIXED FLOAT,null,1970-01-01 01:00:00,null,null,null,null,null,null,null
299,DRI,DRI_T7931399,7931399,-1,2005-12-22,2005-12-22,9,Expired,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
265,DRI,DRI_T7773773,7773773,-1,2005-04-19,2005-04-19,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T04:00:00.000Z,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
26,DRI,DRI_T7532166,7532166,-1,2005-05-26,2005-05-26,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
144,DRI,DRI_T7934540,7934540,-1,2004-09-23,2004-09-23,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
197,DRI,DRI_T7774322,7774322,-1,2005-12-22,2005-12-22,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T04:00:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
303,DRI,DRI_T7567176,7567176,-1,2004-11-04,2004-11-04,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:00:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:00:00,null,null,null,null,null,null,null
524,DRI,DRI_T8011768,8011768,-1,2004-11-04,2004-11-04,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T04:00:00.000Z,17197,Royal Tenerife Country Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
689,DRI,DRI_T76670607,76670607,-1,2016-06-11,2016-06-12,2,Show,LIN,Regular Line,EXF,09:00 AM - Exch/Trad REMOVE,1970-01-01T09:00:00.000Z,09:00 AM,08:53 AM,1970-01-01T02:48:00.000Z,16399,Polo Towers Suites,true,PTL,Polo Towers at Cancun Action Line,Domestic,North America/Europe,Developer,Las Vegas,LV HGV,Cancun,EXVIP,Exchanger VIP Check In,11879,RPM,InHouse,16263,InHouse - NonOwner,OnSite Marketing,Exchanger,II,II EXCHANGE,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2016-06-11,1900-01-01,ZEII,II EXCHANGER,null,DRIPTL,DRI,null,null,null,null,NON,None,null,null,null,null,null,null,NON,None,null,null,null,1970-01-01 02:48:00,null,null,null,null,null,null,null
793,DRI,DRI_T7806234,7806234,-1,2005-09-29,2005-09-29,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:59:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:59:00,null,null,null,null,null,null,null
536,DRI,DRI_T7541492,7541492,-1,2004-11-11,2004-11-11,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:30:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:30:00,null,null,null,null,null,null,null
84,DRI,DRI_T8332870,8332870,-1,2009-05-21,2009-10-10,2,Show,42,Inhouse Multi Media,2,Wychnor Park Warm Line Wave 2,1970-01-01T09:30:00.000Z,09:30 AM,09:30 AM,1970-01-01T02:35:00.000Z,null,null,true,56,W-Wychnor Park Country Club,International,North America/Europe,Developer,Europe,East,Wychnor Park,null,null,16773,Citrus House,null,null,null,null,Referral DRI 2009,DR,Referral DRI 2009,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,2009-05-21,1900-01-01,270,Oref Outbound Call,null,DRI56,DRI,null,null,null,null,null,null,null,null,null,null,null,null,718,DRI Referral - UK Incl 20 Meal Vch,100,Referral,null,1970-01-01 02:35:00,null,null,null,null,null,null,null
567,DRI,DRI_T8219110,8219110,-1,2006-12-28,2006-12-28,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:00:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:00:00,null,null,null,null,null,null,null
47,DRI,DRI_T7803280,7803280,-1,2007-11-17,2007-11-17,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
355,DRI,DRI_T7631324,7631324,-1,2002-08-29,2002-08-29,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:30:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:30:00,null,null,null,null,null,null,null
394,DRI,DRI_T8063268,8063268,-1,2006-07-06,2006-07-06,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T00:00:00.000Z,17197,Royal Tenerife Country Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
141,DRI,DRI_T7972257,7972257,-1,2007-05-31,2007-05-31,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
66,DRI,DRI_T8282299,8282299,-1,2007-03-01,2007-03-01,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
154,DRI,DRI_T7571262,7571262,-1,2006-04-10,2006-04-10,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,07:00 PM,1970-01-01T04:00:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
756,DRI,DRI_T7341543,7341543,-1,2003-12-25,2003-12-25,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17197,Royal Tenerife Country Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
403,DRI,DRI_T8136105,8136105,-1,2007-10-24,2007-10-24,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T04:00:00.000Z,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
549,DRI,DRI_T8104527,8104527,-1,2004-02-05,2004-02-05,9,Expired,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
469,DRI,DRI_T7353811,7353811,-1,2003-03-13,2003-03-13,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
496,DRI,DRI_T7800865,7800865,-1,2007-07-28,2007-07-28,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17396,Santa Barbara Golf Ocean Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
131,DRI,DRI_T7462129,7462129,-1,2003-06-26,2003-06-26,4,Show - No tour,44,Autotour (Non Mkting),1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T04:00:00.000Z,17192,Sunset Bay Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 04:00:00,null,null,null,null,null,null,null
706,DRI,DRI_T83295,83295,-1,1998-06-29,1997-08-14,3,No Show,LIN,Regular Line,073,7:30am,1970-01-01T07:30:00.000Z,07:30 AM,12:00 AM,1970-01-01T00:00:00.000Z,null,null,true,CPR,Cypress Pointe Front Line,Domestic,North America/Europe,Developer,Orlando,East,Cypress,null,null,10064,RMI,OPC,16220,OPC - DRI,OnSite Marketing,null,OPC,OPC,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,U1,ORL-AWC AIRPORT WEL CENTER,null,DRICPR,DRI,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1970-01-01 00:00:00,null,null,null,null,null,null,null
738,DRI,DRI_T7537207,7537207,-1,2006-05-18,2006-05-18,5,Cancel,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,null,17194,Sunset Harbour Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,null,null,null,null,null,null,null,null
602,DRI,DRI_T8157600,8157600,-1,2007-11-22,2007-11-22,2,Show,42,Inhouse Multi Media,1,RSBC Warm Line Wave 1,1970-01-01T10:00:00.000Z,10:00 AM,12:00 PM,1970-01-01T11:30:00.000Z,17196,Royal Sunset Beach Club,true,141,W-Royal Sunset Beach Club,International,North America/Europe,Developer,Europe,East,Tenerife Fanabe,null,null,16707,Onsite Marketing,null,null,null,null,null,10,GVC Member ,2026-06-10T12:36:39.117Z,UNK,UNKNOWN,UNK,UNK,1900-01-01,1900-01-01,1008,GVC Telephone Reservations ,null,DRI141,DRI,null,null,null,null,null,null,null,null,null,null,null,null,8001,GVC Standard Reservation,ECB,Club,null,1970-01-01 11:30:00,null,null,null,null,null,null,null
