organization,full_id,system_id,contr_proj,contr_proj_id,project_id,proj_id_desc,project_desc,proj_desc_id,project_desc_lookup,project_type,project_region,project_ffs,project_bu,project_ou,contr_num,cross_reference,finance_type_code,finance_type_code_desc,finance_type_desc,finance_type_desc_code,deposit_pmt_type,deposit_pmt_type_desc,pickup_pmt_type,pickup_pmt_type_desc,additional_pmt_type,additional_pmt_type_desc,contract_type_code,contract_type_code_desc,contract_type_desc,contract_type_desc_code,upgrade_reload_yn,purch_type_code,purch_type_code_desc,purch_type_desc,purch_type_desc_code,gross_type_snap,cancel_type_snap,ownership_status,ownership_status_level,contract_status_code,contract_status_code_desc,contract_status_desc,contract_status_desc_code,contract_substatus_code,contract_substatus_code_desc,contract_substatus_desc,contract_substatus_desc_code,contract_exclude_yn,gross_sales,cancel_sales,net_sales,gross_points,cancel_points,net_points,gross_weeks,cancel_weeks,net_weeks,total_intervals,intervals_returned,gross_volume,cancel_volume,net_volume,gross_fdi,cancel_fdi,net_fdi,net_fdi_without_closing_cost,gross_sales_pender,cancel_sales_pender,net_sales_pender,gross_points_pender,cancel_points_pender,net_points_pender,gross_weeks_pender,cancel_weeks_pender,net_weeks_pender,gross_volume_pender_voice,gross_volume_pender,cancel_volume_pender,net_volume_pender,gross_fdi_pender,cancel_fdi_pender,net_fdi_pender,purch_price_pender,purch_old_price_1_pender,purch_old_price_2_pender,purch_old_price_3_pender,purch_old_price_4_pender,purch_old_price_total_pender,company_code,company_code_desc,base_currency_code,base_currency_desc,foreign_currency_code,foreign_currency_desc,billing_currency_code,billing_currency_desc,date_sold,date_sold_dayofweeknum,date_sold_dayofweekname,date_sold_weekofyear,date_sold_dayofmonth,date_sold_dayofyear,date_sold_monthnumber,date_sold_monthname,date_sold_yearnum,date_sold_yearname,pender_date,pender_cancel_date,suspense_date,suspense_firstofmonthdate,suspense_firstofyeardate,suspense_dayofweeknum,suspense_dayofweekname,suspense_weekofyear,suspense_dayofmonth,suspense_dayofyear,suspense_monthnumber,suspense_monthname,suspense_yearnum,suspense_yearname,cancel_date,cancel_firstofmonthdate,cancel_firstofyeardate,cancel_dayofweeknum,cancel_dayofweekname,cancel_weekofyear,cancel_dayofmonth,canceldayofyear_,cancel_monthnumber,cancel_monthname,cancel_yearnum,cancel_yearname,pcc_cancel_code,pcc_cancel_desc,suspense_cancel_date,suspense_cancel_firstofmonthdate,suspense_cancel_firstofyeardate,suspense_cancel_dayofweeknum,suspense_cancel_dayofweekname,suspense_cancel_weekofyear,suspense_cancel_dayofmonth,suspense_cancel_dayofyear,suspense_cancel_monthnumber,suspense_cancel_monthname,suspense_cancel_yearnum,suspense_cancel_yearname,date_closed,escrow_closed_date,inactive_owner_date,owner_hold_date,rescission_code,rescission_desc,escrow_closed_yn,escrow_batch_num,pieces_of_inventory,service_code,service_code_desc,document_group_code,document_group_desc,vesting_code,vesting_desc,owner_flag_1,owner_flag_1_desc,owner_flag_2,owner_flag_2_desc,owner_flag_3,owner_flag_3_desc,owner_flag_4,owner_flag_4_desc,owner_flag_5,owner_flag_5_desc,owner_flag_6,owner_flag_6_desc,owner_flag_7,owner_flag_7_desc,owner_flag_8,owner_flag_8_desc,owner_flag_9,owner_flag_9_desc,owner_flag_10,owner_flag_10_desc,comm_plan_code,purchase_sys_id_1,purchase_id_1,purchase_sys_id_2,purchase_id_2,purchase_sys_id_3,purchase_id_3,purchase_sys_id_4,purchase_id_4,date_created,created_by,tct_no,recording_date,book_no,page_no,contr_balance,owner_balance,total_balance,date_modified,modified_by,datetime_stamp,transmit_date_1,transmit_date_2,transmit_date_3,deposit_date,list_purchase_price,discount_amount,overage_amount,purch_price,purch_cost,buyer_closing_cost,equity_amount,deposit_amount,pickup_amount,additional_amount,loan_amount,deposit_rcvd,additional_rcvd,seller_closing_cost,purch_old_price_1,purch_old_price_2,purch_old_price_3,purch_old_price_4,purch_old_price_total,net_purch_price,pender_net_purch_price,pender_deposit_amount,pender_pickup_amount,unadjusted_trade_value,trade_reduction_amount,full_id_1,tour_system_id,tour_id,mortgage_selected,mortgage_option,mortgage_option_modified_date,resale_contr_proj_num,total_sales_commission,total_override_commission,total_commission_deduction,currency_code,locator_id_code,office_code,mkt_program_code,source_code,res_type_code,loan_amount_balance,enterprise_lead_id,source_system,inventory_week_type,dev_ffs_vip,trade_value,accounting_period_start_date,accounting_period_end_date,uni_tour_key,uni_lead_key,uni_contract_key,uni_project_key,project_ref,contr_num_ref,project_contr_num_ref,fmt_enterprise_lead_id,contract_enterprise_lead_id,uni_loan_key,loan_id,fico_1_band,fico_1_lead_id,fico_2_band,fico_2_lead_id,secondary_owner_flag,gross_volume_pender_voice_local,purch_price_pender_local,net_volume_pender_local,offer_type,sell_vendor_cd,sell_vendor_name,market_source,reviewer,contract_signed_by,contract_date_signed,ssn_collected_yn
HGV,ASO-189850104,ASO,189850104,104-18985,104,104 - ASSOCIATE MEMBERS,ASSOCIATE MEMBERS,ASSOCIATE MEMBERS - 104,ASSOCIATE MEMBERS,VIP,Corporate,0,     ,0,18985,          ,     ,null,null,null,     ,                    ,     ,                    ,     ,                    ,1,1 - NEW,NEW,NEW - 1,N,1,1 - SUSPENSE,SUSPENSE  ,SUSPENSE - 1,New,Even Trade,New Buyer,New Buyer,2,2 - CURR OWNER,CURR OWNER,CURR OWNER - 2,2,2 - ,                    , - 2,N,1,0,1,8000,0,8000,1.00,0.00,1.00,1.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,null,0,0,0,0,0,0,0.00,0.00,0.00,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0,                    ,0,USD,0,US$ ,0,US$ ,2012-06-01,6,Friday,22,1,153,6,June,2012,2012,null,null,2012-06-01,2012-06-01,2012-01-01,6,Friday,22,1,153,6,June,2012,2012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2012-06-01,2012-06-01,null,null,0,null,N,0,1.000000000000,LV   ,LV SALES & MRKTING R,     ,                    ,     ,                    , ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null,0,HGV,1105062,   ,0,   ,0,   ,0,null,   , ,null,0,0,0E-12,0E-12,0E-12,2012-06-01,EAD,20130813062753140455,null,null,null,2012-06-01,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,ASO-18985,OSW,201206010001,0,0,null,0,0E-12,0E-12,null,   ,     ,77,0,0,null,0E-12,691820981,VOICE,null,VIP,0E-12,1753-01-01,1753-01-01,HGV201206010001OSW4946963,HGV691820981,HGV189850104,HGV104,104,18985,104-18985,69-457345001,691820981,null,null,null,457345001,null,457345001,N,0E-12,0E-12,0E-12,null,null,null,null,null,null,null,N
HGV,VIC-937480110,VIC,937480110,110-93748,110,110 - VIP CORP VACATION PLAN,VIP CORP VACATION PLAN,VIP CORP VACATION PLAN - 110,VIP CORP VACATION PLAN,VIP,Corporate,0,     ,null,93748,OROB      ,HCSH ,HCSH - HAWAII CASH,HAWAII CASH,HAWAII CASH - HCSH,AMEX ,AMERICAN EXPRESS    ,     ,                    ,     ,                    ,1,1 - NEW,NEW,NEW - 1,N,1,1 - SUSPENSE,SUSPENSE  ,SUSPENSE - 1,New,Even Trade,New Buyer,New Buyer,2,2 - CURR OWNER,CURR OWNER,CURR OWNER - 2,2,2 - ,                    , - 2,N,1,0,1,11200,0,11200,1.00,0.00,1.00,1.000000000000,0E-12,1695.000000000000,0E-12,1695.000000000000,0E-12,0E-12,0E-12,null,0,0,0,0,0,0,0.00,0.00,0.00,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,51,VIP CORP VACATION PL,0,USD,0,US$ ,0,US$ ,2012-06-12,3,Tuesday,24,12,164,6,June,2012,2012,null,null,2012-06-12,2012-06-01,2012-01-01,3,Tuesday,24,12,164,6,June,2012,2012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2012-06-27,2012-06-27,null,null,0,null,N,0,1.000000000000,1    ,STANDARD            ,     ,                    ,     ,                    , ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null,65,HGV,1073995,   ,0,   ,0,   ,0,null,   , ,null,0,0,0E-12,0E-12,0E-12,2012-06-27,LSO,20120627134701836721,null,null,null,2012-06-12,1795.000000000000,100.000000000000,0E-12,1695.000000000000,0.010000000000,0E-12,0E-12,1695.000000000000,0E-12,0E-12,0E-12,1695.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1695.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,VIC-93748,VIC,201206120021,0,1,2012-06-12,0,30000.000000000000,0E-12,null,   ,972  ,367,65,4007,null,0E-12,686978963,VOICE,null,VIP,0E-12,2012-06-12,2012-06-12,HGV201206120021VIC4282236,HGV686978963,HGV937480110,HGV110,110,93748,110-93748,69-2480142134,686978963,null,null,null,2480142134,null,2480142134,N,0E-12,0E-12,0E-12,null,null,null,null,null,null,null,N
HGV,LVB-605230039,LVB,605230039,39-60523,39,039 - LAS VEGAS BOULEVARD,LAS VEGAS BOULEVARD,LAS VEGAS BOULEVARD - 039,LAS VEGAS BOULEVARD,Developer,Las Vegas,0,4039 ,203,60523,2TMWPKJ   ,PT01 ,PT01 - FICO BAND 1 (751-999) 10% DP,FICO BAND 1 (751-999) 10% DP,FICO BAND 1 (751-999) 10% DP - PT01,VISA ,VISA                ,     ,                    ,     ,                    ,1,1 - NEW,NEW,NEW - 1,N,1,1 - SUSPENSE,SUSPENSE  ,SUSPENSE - 1,New,Even Trade,New Buyer,New Buyer,2,2 - CURR OWNER,CURR OWNER,CURR OWNER - 2,2,2 - ,                    , - 2,N,1,0,1,5440,0,5440,0.50,0.00,0.50,0.500000000000,0E-12,13000.000000000000,0E-12,12596.560000000000,474.880000000000,0E-12,403.440000000000,332.000000000000,0,0,0,0,0,0,0.00,0.00,0.00,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,39,HGVC AT LAS VEGAS BO,0,USD,0,USD ,0,USD ,2012-10-07,1,Sunday,41,7,281,10,October,2012,2012,null,null,2012-10-07,2012-10-01,2012-01-01,1,Sunday,41,7,281,10,October,2012,2012,null,null,null,null,null,null,null,null,null,null,null,null,    , ,null,null,null,null,null,null,null,null,null,null,null,null,2012-10-22,2012-10-22,null,null,0,null,N,0,1.000000000000,     ,                    ,     ,                    ,HWJT ,JOINT TENANTS       , ,null, ,null, ,null, ,null, ,null,0,null, ,null, ,null, ,null,R,DEED RECORDED,2,HGV,1148567,   ,0,   ,0,   ,0,null,   , ,null,0,0,0E-12,0E-12,0E-12,2012-10-22,LSO,20251203084717941588,null,null,null,2012-10-07,13640.000000000000,640.000000000000,0E-12,13000.000000000000,3090.670000000000,595.000000000000,0E-12,1895.000000000000,0E-12,0E-12,11700.000000000000,1895.000000000000,0E-12,666.440000000000,0E-12,0E-12,0E-12,0E-12,0E-12,13000.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,LVB-60523,LVB,201210070277,0,1,2012-10-07,0,81878.000000000000,0E-12,null,USD,39   ,39,7,1087,null,0E-12,691854835,VOICE,EOY,Developer,0E-12,2012-10-07,2012-10-07,HGV201210070277LVB1348131,HGV691854835,HGV605230039,HGV39,39,60523,039-60523,69-117063127,691854835,HGV0605230039,0605230039,null,117063127,null,117063127,N,0E-12,0E-12,0E-12,null,null,null,null,null,null,null,N
HGV,VIC-1005190110,VIC,1005190110,110-100519,110,110 - VIP CORP VACATION PLAN,VIP CORP VACATION PLAN,VIP CORP VACATION PLAN - 110,VIP CORP VACATION PLAN,VIP,Corporate,0,     ,null,100519,          ,VP1  ,VP1 - VIP - PAYMENT IN FULL,VIP - PAYMENT IN FULL,VIP - PAYMENT IN FULL - VP1,     ,                    ,     ,                    ,     ,                    ,1,1 - NEW,NEW,NEW - 1,N,1,1 - SUSPENSE,SUSPENSE  ,SUSPENSE - 1,New,Even Trade,New Buyer,New Buyer,2,2 - CURR OWNER,CURR OWNER,CURR OWNER - 2,2,2 - ,                    , - 2,N,1,0,1,11200,0,11200,1.00,0.00,1.00,1.000000000000,0E-12,1695.000000000000,0E-12,1695.000000000000,0E-12,0E-12,0E-12,null,0,0,0,0,0,0,0.00,0.00,0.00,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,51,VIP CORP VACATION PL,0,USD,0,US$ ,0,US$ ,2012-11-30,6,Friday,48,30,335,11,November,2012,2012,null,null,2012-11-30,2012-11-01,2012-01-01,6,Friday,48,30,335,11,November,2012,2012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2012-12-17,2012-12-17,null,null,0,null,N,0,1.000000000000,     ,                    ,     ,                    ,     ,                    , ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null,38,HGV,1160368,   ,0,   ,0,   ,0,null,   , ,null,0,0,0E-12,0E-12,0E-12,2012-12-17,LSO,20121217110710086900,2012-12-04,null,null,2012-11-30,1795.000000000000,100.000000000000,0E-12,1695.000000000000,0.010000000000,0E-12,0E-12,1695.000000000000,0E-12,0E-12,0E-12,1695.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,1695.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,VIC-100519,VIC,201211300026,0,1,2012-11-30,0,20000.000000000000,0E-12,null,   ,82   ,382,7,6314,null,0E-12,688491647,VOICE,null,VIP,0E-12,2012-11-30,2012-11-30,HGV201211300026VIC4289069,HGV688491647,HGV1005190110,HGV110,110,100519,110-100519,69-3511403098,688491647,null,null,139644007354703,3511403098,139644007776525,3511403098,N,0E-12,0E-12,0E-12,null,null,null,null,null,null,null,N
HGV,MYR-76760093,MYR,76760093,93-7676,93,093 - ANDERSON OCEAN CLUB,ANDERSON OCEAN CLUB,ANDERSON OCEAN CLUB - 093,ANDERSON OCEAN CLUB,Managed,Myrtle Beach,1,4093 ,302,7676,OROB      ,PT02 ,PT02 - FICO BAND 2 (701-750) 10% DP,FICO BAND 2 (701-750) 10% DP,FICO BAND 2 (701-750) 10% DP - PT02,     ,                    ,     ,                    ,     ,                    ,1,1 - NEW,NEW,NEW - 1,N,2,2 - PENDER,PENDER    ,PENDER - 2,Even Trade,Even Trade,New Buyer,New Buyer,3,3 - CANCELLED,CANCELLED ,CANCELLED - 3,3,3 - RESCISSION,RESCISSION          ,RESCISSION - 3,N,0,0,0,0,0,0,0.00,0.00,0.00,0E-12,0E-12,0E-12,0E-12,0E-12,133.090000000000,0E-12,0E-12,1660.000000000000,1,1,0,11200,11200,0,1.00,1.00,0.00,29190.000000000000,29190.000000000000,-29190.000000000000,0E-12,1660.000000000000,-1660.000000000000,0E-12,29190.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,81,HILTON CLUB NEW YORK,0,USD,0,US$ ,0,US$ ,2012-07-02,2,Monday,27,2,184,7,July,2012,2012,2012-07-02,2012-07-10,null,null,null,null,null,null,null,null,null,null,null,null,2012-07-10,2012-07-01,2012-01-01,3,Tuesday,28,10,192,7,July,2012,2012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,PRICE,N,0,1.000000000000,     ,                    ,     ,                    ,JTRS ,JOINT TENANTS W/RIGH, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null,93,HGV,1078175,   ,0,   ,0,   ,0,null,   , ,null,0,0,-3614.000000000000,0E-12,-3614.000000000000,2012-07-10,SUM,20120710150746813574,null,null,null,2012-07-02,29190.000000000000,0E-12,0E-12,29190.000000000000,0.010000000000,695.000000000000,0E-12,3614.000000000000,0E-12,0E-12,26271.000000000000,3614.000000000000,0E-12,828.090000000000,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,29190.000000000000,3614.000000000000,0E-12,0E-12,0E-12,MYR-7676,HNY,201207020030,0,1,2012-07-02,0,165180.000000000000,0E-12,null,null,500  ,81,65,5005,null,0E-12,688569973,VOICE,null,Fee For Service,0E-12,1900-01-01,1900-01-01,HGV201207020030HNY4115698,HGV688569973,HGV76760093,HGV93,93,7676,093-7676,69-3945339114,688569973,null,null,null,3945339114,null,3945339114,N,29190.000000000000,29190.000000000000,0E-12,null,null,null,null,null,null,null,N
HGV,LVB-629960039,LVB,629960039,39-62996,39,039 - LAS VEGAS BOULEVARD,LAS VEGAS BOULEVARD,LAS VEGAS BOULEVARD - 039,LAS VEGAS BOULEVARD,Developer,Las Vegas,0,4039 ,203,62996,1TMTPAS   ,PT10 ,PT10 - FICO BAND 3 (626-700) 20% DP,FICO BAND 3 (626-700) 20% DP,FICO BAND 3 (626-700) 20% DP - PT10,AMEX ,AMERICAN EXPRESS    ,     ,                    ,     ,                    ,1,1 - NEW,NEW,NEW - 1,N,2,2 - PENDER,PENDER    ,PENDER - 2,Even Trade,Even Trade,Owner,Reload,3,3 - CANCELLED,CANCELLED ,CANCELLED - 3,3,3 - RESCISSION,RESCISSION          ,RESCISSION - 3,N,0,0,0,0,0,0,0.00,0.00,0.00,0E-12,0E-12,0E-12,0E-12,0E-12,135.500000000000,0E-12,0E-12,830.000000000000,1,1,0,8000,8000,0,1.00,1.00,0.00,24691.000000000000,24691.000000000000,-24691.000000000000,0E-12,965.500000000000,-965.500000000000,0E-12,24691.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,39,HGVC AT LAS VEGAS BO,0,USD,0,US$ ,0,US$ ,2013-02-22,6,Friday,8,22,53,2,February,2013,2013,2013-02-22,2013-02-23,null,null,null,null,null,null,null,null,null,null,null,null,2013-02-23,2013-02-01,2013-01-01,7,Saturday,8,23,54,2,February,2013,2013,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,BUYER'S REMORSE,N,0,1.000000000000,     ,                    ,     ,                    ,     ,                    , ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null,28,HGV,1178117,   ,0,   ,0,   ,0,null,   , ,null,0,0,0E-12,0E-12,0E-12,2013-02-23,LRS,20130223223503035398,null,null,null,2013-02-23,28990.000000000000,4299.000000000000,0E-12,24691.000000000000,5792.780000000000,595.000000000000,0E-12,5534.000000000000,0E-12,0E-12,19752.000000000000,0E-12,0E-12,730.500000000000,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,24691.000000000000,5534.000000000000,0E-12,0E-12,0E-12,LVB-62996,LVB,201302220440,0,1,2013-02-22,0,142353.000000000000,0E-12,null,null,39   ,32,25,1050,null,0E-12,688455673,VOICE,null,Developer,0E-12,1900-01-01,1900-01-01,HGV201302220440LVB4369728,HGV688455673,HGV629960039,HGV39,39,62996,039-62996,69-2137636010,688455673,null,null,null,2137636010,null,2137636010,N,24691.000000000000,24691.000000000000,0E-12,null,null,null,null,null,null,null,N
HGV,LVB-597830039,LVB,597830039,39-59783,39,039 - LAS VEGAS BOULEVARD,LAS VEGAS BOULEVARD,LAS VEGAS BOULEVARD - 039,LAS VEGAS BOULEVARD,Developer,Las Vegas,0,4039 ,203,59783,          ,PT01 ,PT01 - FICO BAND 1 (751-999) 10% DP,FICO BAND 1 (751-999) 10% DP,FICO BAND 1 (751-999) 10% DP - PT01,AMEX ,AMERICAN EXPRESS    ,     ,                    ,     ,                    ,1,1 - NEW,NEW,NEW - 1,N,1,1 - SUSPENSE,SUSPENSE  ,SUSPENSE - 1,New,Even Trade,Owner,Reload,2,2 - CURR OWNER,CURR OWNER,CURR OWNER - 2,2,2 - ,                    , - 2,N,1,0,1,6720,0,6720,0.50,0.00,0.50,0.500000000000,0E-12,16606.000000000000,0E-12,15850.160000000000,847.680000000000,0E-12,755.840000000000,664.000000000000,0,0,0,0,0,0,0.00,0.00,0.00,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,39,HGVC AT LAS VEGAS BO,0,USD,0,USD ,0,USD ,2012-08-21,3,Tuesday,34,21,234,8,August,2012,2012,null,null,2012-08-21,2012-08-01,2012-01-01,3,Tuesday,34,21,234,8,August,2012,2012,null,null,null,null,null,null,null,null,null,null,null,null,    , ,null,null,null,null,null,null,null,null,null,null,null,null,2012-09-06,2012-09-06,null,null,0,null,N,0,1.000000000000,     ,                    ,     ,                    ,WHJT ,WIFE AND HUSBAND AS , ,null, ,null, ,null, ,null, ,null, ,null,T,STATE REVIEW, ,null, ,null,R,DEED RECORDED,28,HGV,1138399,   ,0,   ,0,   ,0,null,   , ,null,0,0,0E-12,0E-12,0E-12,2012-09-06,LSO,20250917151010540663,null,null,null,2012-08-21,18130.000000000000,1524.000000000000,0E-12,16606.000000000000,3277.010000000000,595.000000000000,0E-12,2256.000000000000,0E-12,0E-12,14945.000000000000,2256.000000000000,0E-12,686.840000000000,0E-12,0E-12,0E-12,0E-12,0E-12,16606.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,LVB-59783,LVB,201208210167,0,1,2012-08-21,0,79251.000000000000,0E-12,null,USD,257  ,32,25,1050,null,0E-12,695126379,VOICE,EOY,Developer,0E-12,2012-08-21,2012-08-21,HGV201208210167LVB1333921,HGV695126379,HGV597830039,HGV39,39,59783,039-59783,69-8748726115,695126379,HGV0597830039,0597830039,null,8748726115,null,8748726115,N,0E-12,0E-12,0E-12,null,null,null,null,null,null,null,N
HGV,RUB-236250045,RUB,236250045,45-23625,45,045 - PARC SOLEIL,PARC SOLEIL,PARC SOLEIL - 045,PARC SOLEIL,Developer,Orlando,0,4045 ,213,23625,LVOB      ,PT02 ,PT02 - FICO BAND 2 (701-750) 10% DP,FICO BAND 2 (701-750) 10% DP,FICO BAND 2 (701-750) 10% DP - PT02,VISA ,VISA                ,     ,                    ,     ,                    ,1,1 - NEW,NEW,NEW - 1,N,1,1 - SUSPENSE,SUSPENSE  ,SUSPENSE - 1,New,Even Trade,New Buyer,New Buyer,2,2 - CURR OWNER,CURR OWNER,CURR OWNER - 2,2,2 - ,                    , - 2,N,1,0,1,5440,0,5440,0.50,0.00,0.50,0.500000000000,0E-12,13970.000000000000,0E-12,13220.760000000000,834.480000000000,0E-12,749.240000000000,664.000000000000,0,0,0,0,0,0,0.00,0.00,0.00,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,48,HGVC AT TUSCANY VILL,0,USD,0,USD ,0,USD ,2012-10-09,3,Tuesday,41,9,283,10,October,2012,2012,null,null,2012-10-09,2012-10-01,2012-01-01,3,Tuesday,41,9,283,10,October,2012,2012,null,null,null,null,null,null,null,null,null,null,null,null,    , ,null,null,null,null,null,null,null,null,null,null,null,null,2012-11-02,2012-11-02,null,2026-04-20,0,null,N,0,1.000000000000,2    ,ACH                 ,     ,                    ,SW   ,SINGLE WOMAN        ,A,1ST ATTEMPT LETTER SENT,L,LOCKED OUT:RECVBLS DUE,F,HOA COLLECTION FEE, ,null, ,null,3,EMAIL BLAST 3 OF 5, ,null, ,null, ,null,R,DEED RECORDED,50,HGV,1149036,   ,0,   ,0,   ,0,null,   , ,null,0,0,0E-12,2075.660000000000,2075.660000000000,2012-11-02,MAA,20260518121750628952,null,null,null,2012-10-09,13970.000000000000,0E-12,0E-12,13970.000000000000,0.010000000000,595.000000000000,0E-12,1995.000000000000,0E-12,0E-12,12570.000000000000,1995.000000000000,0E-12,680.240000000000,0E-12,0E-12,0E-12,0E-12,0E-12,13970.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,RUB-23625,TUS,201210090260,0,1,2012-10-09,0,68805.000000000000,0E-12,null,USD,48   ,46,64,5005,null,0E-12,688623323,VOICE,EOY,Developer,0E-12,2012-10-09,2012-10-09,HGV201210090260TUS2472351,HGV688623323,HGV236250045,HGV45,45,23625,045-23625,69-8356665135,688623323,HGV0236250045,0236250045,null,8356665135,null,8356665135,N,0E-12,0E-12,0E-12,null,null,null,null,null,null,null,N
HGV,LVB-612470039,LVB,612470039,39-61247,39,039 - LAS VEGAS BOULEVARD,LAS VEGAS BOULEVARD,LAS VEGAS BOULEVARD - 039,LAS VEGAS BOULEVARD,Developer,Las Vegas,0,4039 ,203,61247,IHCURTOWN ,PT16 ,PT16 - FICO BAND 1 (751-999) 50% DP,FICO BAND 1 (751-999) 50% DP,FICO BAND 1 (751-999) 50% DP - PT16,VISA ,VISA                ,     ,                    ,     ,                    ,5,5 - UPGRADE,UPGRADE,UPGRADE - 5,N,1,1 - SUSPENSE,SUSPENSE  ,SUSPENSE - 1,Upgrade,Upgrade,Owner,Upgrade,2,2 - CURR OWNER,CURR OWNER,CURR OWNER - 2,2,2 - ,                    , - 2,N,1,0,1,7680,0,7680,0.00,0.00,0.00,1.000000000000,1.000000000000,11400.000000000000,0E-12,10663.410000000000,642.180000000000,0E-12,736.590000000000,581.000000000000,0,0,0,0,0,0,0.00,0.00,0.00,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,0E-12,39,HGVC AT LAS VEGAS BO,0,USD,0,USD ,0,USD ,2012-11-27,3,Tuesday,48,27,332,11,November,2012,2012,null,null,2012-11-27,2012-11-01,2012-01-01,3,Tuesday,48,27,332,11,November,2012,2012,null,null,null,null,null,null,null,null,null,null,null,null,    , ,null,null,null,null,null,null,null,null,null,null,null,null,2013-01-02,2013-01-02,null,null,0,null,N,0,1.000000000000,     ,                    ,     ,                    ,HWJT ,JOINT TENANTS       , ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null, ,null,R,DEED RECORDED,28,HGV,1159730,   ,0,   ,0,   ,0,null,   , ,null,0,0,0E-12,0E-12,0E-12,2013-01-02,MAA,20251102163442287523,null,null,null,2012-11-27,30990.000000000000,1600.000000000000,0E-12,29390.000000000000,6065.280000000000,845.000000000000,17990.000000000000,845.000000000000,0E-12,0E-12,11400.000000000000,845.000000000000,0E-12,750.590000000000,17990.000000000000,0E-12,0E-12,0E-12,17990.000000000000,11400.000000000000,0E-12,0E-12,0E-12,0E-12,0E-12,LVB-61247,LVB,201211270092,0,1,2012-11-27,0,53317.000000000000,0E-12,null,USD,257  ,32,13,4308,1,0E-12,690015347,VOICE,Full Week,Developer,17990.000000000000,2012-11-27,2012-11-27,HGV201211270092LVB1365560,HGV690015347,HGV612470039,HGV39,39,61247,039-61247,69-3462432098,690015347,HGV0612470039,0612470039,null,3462432098,null,3462432098,N,0E-12,0E-12,0E-12,null,null,null,null,null,null,null,N
