enterprise_lead_id,tour_date,number_of_developed_contracts_owned,number_of_managed_contracts_owned,number_of_trust_contracts_owned,number_of_vip_sampler_contracts_purchased,number_of_resale_contracts_owned,first_voi_sold_date,most_recent_voi_sold_date,total_spent_life_to_date,total_intervals_owned,total_net_weeks,total_net_points,largest_list_price_purchase
682703779,2022-10-04,0,1,null,0,0,2021-10-12,2021-10-12,18990.00,1.00,1.00,4000,18990.000000000000
681875670,2023-11-27,0,0,1,0,0,2022-08-23,2023-03-07,51080.00,0.00,0.00,2750,22100.000000000000
673821075,2022-03-14,0,1,null,0,0,2014-03-07,2018-01-13,85067.00,2.00,1.00,22400,85067.000000000000
673098787,2021-09-26,0,1,null,0,0,2019-05-27,2020-09-27,40000.00,1.00,0.00,13440,62990.000000000000
679052287,2022-10-31,0,1,null,0,0,2018-10-24,2021-10-28,47990.00,1.00,0.00,11200,47990.000000000000
680551167,2023-10-10,1,0,null,0,0,2002-12-04,2002-12-04,8450.00,0.50,0.50,6560,8450.000000000000
691415041,2021-08-29,2,1,null,0,0,2018-03-19,2021-08-28,46910.00,1.50,1.00,27200,31200.000000000000
691579137,2016-01-08,0,1,null,0,0,2014-06-27,2014-06-27,28990.00,1.00,1.00,9280,28990.000000000000
665704997,2023-01-16,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
681188899,2025-04-25,0,1,null,0,0,2018-03-19,2019-04-14,44953.00,1.00,0.50,11200,44953.000000000000
683003359,2021-03-28,0,2,null,0,0,2013-11-29,2016-09-05,77802.00,3.00,3.00,23040,59397.000000000000
682552526,2021-11-05,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
681735607,2024-06-23,1,0,null,0,0,2022-11-09,2022-11-09,15980.00,0.50,0.50,6720,15980.000000000000
683512149,2021-09-29,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
682269039,2022-11-11,0,1,null,0,0,2021-12-24,2022-06-09,15600.00,0.50,0.00,5440,15600.000000000000
676419553,2019-05-20,1,0,null,0,0,2016-11-23,2016-11-23,21600.00,0.50,0.50,9280,21600.000000000000
675993701,2021-03-07,0,1,null,0,0,2016-10-28,2016-10-28,31780.00,1.00,1.00,7680,31780.000000000000
673455441,2021-10-05,1,0,null,0,0,2017-11-15,2018-11-10,32537.00,1.00,0.50,8000,32537.000000000000
673396033,2024-05-23,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
679448765,2025-01-06,3,1,null,0,0,2006-11-11,2023-05-22,233657.00,5.00,0.50,46400,87940.000000000000
677868057,2023-02-27,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
690476955,2025-08-28,0,1,1,0,0,2013-04-20,2025-06-23,145390.00,2.00,0.00,32800,128490.000000000000
690747713,2022-05-31,0,2,null,1,1,2016-03-31,2016-08-15,34790.00,2.00,1.00,8800,34790.000000000000
691603974,2024-01-14,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
664969007,2021-07-07,0,1,null,1,0,2019-12-02,2019-12-02,28490.00,2.00,1.00,8000,28490.000000000000
667813593,2025-01-05,0,0,null,0,0,2013-06-23,2013-06-23,23600.00,0.00,0.00,0,23600.000000000000
666213913,2024-01-05,0,1,null,1,0,2019-07-03,2019-07-03,48490.00,2.00,1.00,11200,48490.000000000000
666456879,2022-09-12,1,0,null,0,0,2014-03-17,2019-08-19,22270.00,0.50,0.00,9280,22270.000000000000
681665746,2022-12-15,0,0,1,1,0,2021-07-21,2021-07-21,15322.00,1.00,0.00,3750,16341.000000000000
672157887,2021-05-17,0,1,null,0,0,2020-01-28,2020-01-28,15920.00,0.50,0.50,5440,15920.000000000000
680220915,2024-07-16,0,0,1,0,0,2023-05-28,2023-05-28,11900.00,0.00,0.00,2750,11900.000000000000
678113019,2023-04-21,0,1,null,0,0,2018-10-11,2018-10-11,48490.00,1.00,1.00,11520,48490.000000000000
690342498,2024-08-06,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
690195694,2024-05-10,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
664840333,2024-03-05,0,1,null,0,0,2006-02-17,2018-08-24,57370.00,1.00,0.00,23040,57370.000000000000
664503285,2023-04-04,0,1,null,0,0,2022-03-12,2022-03-12,23980.00,1.00,1.00,9280,23980.000000000000
664359863,2022-09-23,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
683264489,2022-11-11,1,0,null,0,0,2009-02-18,2009-02-18,11690.00,0.50,0.50,5440,11690.000000000000
681235173,2022-06-18,0,1,null,0,0,2012-09-29,2014-09-26,27240.00,1.00,0.50,7680,27240.000000000000
682229253,2023-03-12,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
676051597,2021-05-01,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
675880447,2023-06-06,1,0,null,0,0,2007-02-13,2007-02-13,21490.00,1.00,1.00,8000,21490.000000000000
675692711,2025-02-23,1,0,null,0,0,2004-11-19,2004-11-19,17940.00,0.50,0.50,9920,17940.000000000000
676363879,2021-10-07,1,0,null,0,0,2011-11-01,2011-11-01,19490.00,1.00,1.00,5440,19490.000000000000
671170361,2021-04-22,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
672409381,2025-04-02,0,1,null,1,0,2021-06-10,2021-06-10,13650.00,1.50,0.50,5600,13650.000000000000
679582813,2021-05-07,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
678542867,2022-04-01,1,0,null,0,0,2016-06-07,2019-03-09,69600.00,1.00,0.50,16800,69600.000000000000
680327491,2019-03-09,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
690757578,2024-10-04,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
691912909,2024-07-31,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
691310596,2023-12-17,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
690510503,2022-06-27,1,0,null,0,0,2000-08-12,2021-09-10,26980.00,1.00,0.00,8000,26980.000000000000
689775514,2025-05-26,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
666411137,2022-04-30,1,0,null,0,0,2018-12-16,2019-12-15,23720.00,0.50,0.00,7680,23720.000000000000
667839450,2021-08-29,0,0,1,0,0,2021-04-12,2021-04-12,8289.00,0.00,0.00,2500,9657.000000000000
681292287,2023-03-25,1,0,null,0,0,2007-11-23,2007-11-30,131700.00,1.00,1.00,14880,49900.000000000000
682303745,2021-10-28,2,0,null,1,0,2000-08-03,2017-12-14,65830.00,3.00,1.00,22400,43840.000000000000
674388343,2025-02-21,0,1,null,0,0,2022-05-20,2024-08-31,33150.00,0.50,-0.50,9920,33150.000000000000
677088339,2021-09-13,1,0,null,0,0,2019-11-10,2019-11-10,16250.00,0.50,0.50,5440,16250.000000000000
673541431,2022-09-24,1,0,null,0,1,2004-02-17,2004-02-17,0.00,0.00,0.00,0,0E-12
670873011,2022-03-12,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
678133657,2021-07-09,1,0,null,0,0,1997-08-15,1997-08-15,14990.00,1.00,1.00,7680,14990.000000000000
691901434,2024-02-16,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
681628159,2025-07-28,1,0,null,0,0,2008-04-27,2013-09-11,34480.00,0.50,0.00,20160,34480.000000000000
683645686,2023-11-09,0,0,1,1,0,2022-12-07,2022-12-07,23980.00,1.00,0.00,6500,23980.000000000000
676614907,2017-12-02,1,0,null,0,0,2001-12-17,2010-05-25,23390.00,1.00,0.00,8000,23390.000000000000
676778145,2017-09-10,1,0,null,0,0,2012-09-14,2016-11-03,82805.00,3.00,1.00,23040,82805.000000000000
670773505,2021-09-24,0,1,null,0,0,2020-03-09,2020-03-09,19990.00,1.00,1.00,4800,19990.000000000000
680138127,2022-12-07,1,0,null,0,0,2015-10-16,2022-08-27,136270.00,3.00,2.00,25200,136270.000000000000
680004955,2025-02-10,1,0,null,0,0,2006-07-29,2006-07-29,21765.00,0.50,0.50,13440,21765.000000000000
692144903,2025-04-16,0,1,null,0,0,2013-03-09,2013-03-09,25860.00,0.50,0.50,13440,25860.000000000000
665380969,2022-04-20,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
667035171,2024-08-08,0,1,null,0,0,2020-03-19,2022-07-17,37699.00,0.50,0.00,13440,37699.000000000000
666491631,2021-11-14,1,0,null,1,0,2007-04-07,2018-01-06,45238.00,2.00,0.50,11200,45238.000000000000
667387449,2023-12-27,1,0,null,0,0,2003-12-27,2003-12-27,16990.00,1.00,1.00,8000,16990.000000000000
680717673,2023-03-10,0,1,null,0,0,2016-02-12,2017-06-15,28095.00,0.50,-1.00,11200,28095.000000000000
683487549,2022-05-05,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
675867201,2024-05-26,1,0,null,0,0,2005-04-15,2010-12-20,26990.00,1.00,0.00,9280,26990.000000000000
675889603,2023-01-23,1,0,null,0,0,2008-07-16,2010-04-04,30895.00,0.50,0.00,14880,30895.000000000000
676981465,2022-10-09,0,1,null,0,0,2018-12-15,2018-12-15,23080.00,0.50,0.50,8160,23080.000000000000
679258513,2021-12-28,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
690754023,2022-02-01,1,0,null,0,0,2021-08-15,2021-08-15,29980.00,0.50,0.50,11520,29980.000000000000
664547869,2022-04-16,1,0,null,0,0,2015-12-18,2017-11-10,32425.00,1.00,0.00,8000,32425.000000000000
667370473,2024-09-06,0,1,null,0,0,2012-12-05,2017-10-28,54600.00,0.50,-0.50,20160,54600.000000000000
666730455,2023-10-13,0,1,null,0,0,2021-11-01,2021-11-01,0.00,1.00,1.00,5440,0E-12
682624135,2023-07-28,1,0,null,0,0,2021-10-29,2021-10-29,19980.00,1.00,1.00,5600,19980.000000000000
680979129,2023-10-12,0,1,null,0,0,2022-07-15,2022-07-15,14950.00,0.50,0.50,6720,14950.000000000000
682721645,2024-08-06,0,1,null,0,0,2019-08-04,2019-08-04,29970.00,0.50,0.50,11520,29970.000000000000
681030197,2021-07-26,0,1,null,2,0,2016-11-06,2016-11-06,24990.00,3.00,1.00,7680,24990.000000000000
683353835,2021-12-13,1,0,null,1,0,2005-08-12,2015-04-10,41694.00,2.00,0.00,8000,41694.000000000000
681918307,2023-05-11,0,1,null,0,0,2022-04-16,2022-04-16,17490.00,1.00,1.00,3840,17490.000000000000
679061433,2022-06-22,0,0,null,0,0,2014-06-28,2014-06-28,13390.00,0.00,0.00,0,13390.000000000000
690518354,2023-11-14,0,0,1,0,0,2023-09-03,2023-09-03,21980.00,0.00,0.00,6000,21980.000000000000
690351571,2024-08-20,1,0,null,0,0,2014-04-09,2014-04-09,19195.00,1.00,1.00,10880,19195.000000000000
691449375,2023-05-10,1,1,null,1,0,2004-11-15,2013-04-27,58851.00,3.00,0.00,22400,30456.000000000000
667190027,2023-06-28,0,1,null,0,0,2019-07-29,2019-11-26,66265.00,1.00,0.00,15360,66265.000000000000
667240689,2022-03-17,0,1,null,0,0,2016-02-15,2016-02-15,28990.00,1.00,1.00,9280,28990.000000000000
667036909,2024-05-01,1,0,null,0,0,2016-04-24,2023-04-17,40424.57,1.00,0.50,11520,40424.570000000000
683225175,2022-02-05,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
682367659,2023-01-27,0,1,null,0,0,2021-11-04,2021-11-04,9100.00,0.50,0.50,2560,9100.000000000000
681704597,2024-07-10,2,1,null,0,1,1998-05-17,2021-08-14,62890.00,1.50,-0.50,16640,42740.000000000000
683195881,2021-09-10,1,0,null,0,0,2017-01-29,2018-04-24,35129.00,0.50,0.50,5440,24490.000000000000
674822881,2021-05-20,1,0,null,0,0,2019-09-30,2019-09-30,33940.00,1.00,1.00,8000,33940.000000000000
671784201,2023-11-04,1,0,null,0,0,2008-10-23,2008-10-23,15290.00,1.00,1.00,5440,15290.000000000000
672059691,2024-03-11,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
672214967,2023-05-11,1,0,null,0,0,2018-11-14,2018-11-14,17870.00,0.50,0.50,5440,17870.000000000000
691018915,2022-10-13,0,1,null,0,0,2020-02-28,2020-02-28,8770.00,0.50,0.50,2560,8770.000000000000
690382992,2025-12-24,0,0,null,0,0,2023-08-24,2024-09-28,88940.00,0.00,0.00,0,34080.000000000000
667530671,2022-03-18,1,0,null,0,1,2004-03-14,2004-03-14,0.00,0.00,0.00,0,0E-12
682062371,2021-09-21,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
673374685,2025-01-10,1,0,null,0,0,2013-08-15,2013-08-15,36300.00,1.00,1.00,9920,36300.000000000000
680173903,2024-05-14,1,0,null,0,0,2004-12-28,2004-12-28,12990.00,1.00,1.00,5440,12990.000000000000
679567831,2022-06-12,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
677318607,2024-11-05,1,0,null,0,0,2008-08-15,2018-03-16,45925.00,1.00,-0.50,8000,24105.000000000000
679858237,2021-11-26,0,1,null,1,0,2010-02-20,2010-02-20,10390.00,1.50,0.50,5600,10390.000000000000
689926687,2022-09-03,2,0,null,1,1,1998-03-04,2021-02-27,28980.00,1.50,0.00,11520,28980.000000000000
691308129,2023-05-12,1,0,null,0,0,2019-07-27,2021-03-15,51360.00,1.00,0.00,11200,51360.000000000000
690656063,2022-10-24,0,1,null,0,0,2011-02-27,2018-08-31,57690.00,1.00,0.50,11520,57690.000000000000
666543519,2024-11-26,0,0,null,0,0,2016-08-05,2016-08-05,42620.00,0.00,0.00,0,21310.000000000000
665124459,2024-06-03,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
682924617,2024-10-07,1,0,null,0,0,2008-06-24,2008-06-24,13695.00,1.00,1.00,5440,13695.000000000000
675014383,2021-08-25,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
676121017,2023-01-09,1,0,null,0,0,2002-05-18,2007-07-11,57900.00,1.00,0.00,23040,57900.000000000000
673520355,2022-06-29,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
678035245,2021-04-07,1,0,null,0,0,2019-05-22,2019-05-22,13750.00,0.50,0.50,5440,13750.000000000000
679472449,2022-07-13,1,0,null,0,0,2021-08-06,2021-08-06,15980.00,0.50,0.50,6720,15980.000000000000
690987583,2021-10-13,0,0,null,0,0,2016-08-22,2016-08-22,29980.00,0.00,0.00,0,14990.000000000000
689998494,2024-01-27,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
691880665,2023-09-30,0,1,null,0,0,2018-09-13,2018-09-13,17085.00,0.50,0.50,7680,17085.000000000000
691700234,2024-09-19,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
683710858,2023-04-17,0,0,1,0,0,2022-04-11,2022-04-11,11900.00,0.00,0.00,2750,11900.000000000000
683613173,2022-12-27,0,1,null,0,0,2021-03-27,2021-12-27,25990.00,1.00,0.50,7680,25990.000000000000
676773945,2022-03-17,1,0,null,0,0,2019-09-04,2019-09-04,17700.00,0.50,0.50,8000,17700.000000000000
673810143,2022-05-22,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
678861343,2025-06-12,1,0,null,1,0,2016-12-13,2023-12-06,40990.00,2.00,0.00,16000,40990.000000000000
679665615,2025-12-13,0,1,null,0,0,2019-01-05,2020-10-11,39260.00,0.50,0.50,3520,24990.000000000000
690817424,2024-06-07,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
690481387,2024-06-07,0,2,null,1,0,2014-12-14,2016-05-20,48199.00,2.00,0.00,19840,25098.000000000000
666905619,2023-04-17,1,0,null,1,0,2003-10-27,2003-10-27,16490.00,2.00,1.00,8000,16490.000000000000
665224375,2023-08-22,1,1,null,0,0,2005-05-30,2022-06-07,52968.00,1.50,0.50,19840,35336.000000000000
683638067,2021-12-24,0,0,null,0,0,2018-01-12,2018-01-12,29380.00,0.00,0.00,0,14690.000000000000
671902201,2022-01-21,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
672103665,2025-02-16,1,0,null,0,0,2011-05-27,2016-07-15,39829.00,1.00,0.00,13440,39829.000000000000
679567651,2026-08-03,0,0,1,1,0,2025-09-30,2025-09-30,15705.00,1.00,0.00,3250,15705.000000000000
690916456,2023-12-10,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
664347111,2024-09-28,1,0,null,1,0,2021-07-09,2022-01-19,103413.00,2.00,0.00,23040,103413.000000000000
666577899,2023-10-29,1,0,null,0,0,2001-03-18,2001-03-18,14400.00,1.00,1.00,6720,14400.000000000000
674211545,2023-07-18,0,1,null,0,0,2018-07-07,2022-12-31,49990.00,1.00,0.50,10560,49990.000000000000
676315325,2024-09-27,0,1,null,0,0,2019-01-04,2019-03-09,51790.00,1.00,0.50,11520,51790.000000000000
672406697,2023-08-16,1,0,null,1,0,2010-05-18,2014-08-11,34195.00,2.00,-0.50,12000,34195.000000000000
677921723,2022-05-18,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
691727578,2025-04-07,1,0,null,0,0,2024-04-15,2024-04-15,36990.00,1.00,1.00,8160,36990.000000000000
691627111,2021-08-20,0,1,null,0,0,2019-07-10,2020-11-16,18850.00,0.50,0.00,5600,18850.000000000000
666820817,2026-03-10,1,2,1,0,0,2014-12-18,2025-07-18,233246.00,3.00,0.00,52420,98330.000000000000
666517531,2023-07-17,1,0,null,0,0,2016-07-15,2019-11-08,29990.00,1.00,0.50,4960,29990.000000000000
683165067,2024-01-13,1,0,null,0,0,1999-08-06,2002-08-04,25400.00,1.00,0.00,13440,25400.000000000000
681890198,2024-02-16,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
682957563,2022-03-04,3,0,null,0,0,2000-08-06,2007-04-11,49890.00,3.00,3.00,24000,19490.000000000000
675120365,2025-05-28,1,0,null,0,0,2019-04-28,2022-04-15,34990.00,1.00,0.50,8000,34990.000000000000
673189203,2021-08-24,0,2,null,1,0,2014-10-24,2018-03-20,66970.00,3.00,0.00,19200,39980.000000000000
672316079,2023-10-02,0,0,1,0,0,2023-05-05,2023-05-05,6900.00,0.00,0.00,2750,6900.000000000000
690956655,2019-11-27,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
691053337,2023-08-07,0,1,null,0,0,2014-12-12,2019-10-12,29970.00,0.50,0.00,11520,29970.000000000000
690238831,2023-07-02,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
665477931,2021-09-14,0,1,null,0,0,2015-08-31,2016-12-15,26600.00,0.50,0.00,11520,26600.000000000000
680742870,2022-08-06,0,0,null,0,0,null,null,0.00,0.00,0.00,0,2495.000000000000
681004447,2024-04-03,1,0,null,0,0,2007-09-15,2007-09-15,19630.00,0.50,0.50,10080,19630.000000000000
677612375,2021-11-23,0,1,null,0,0,2019-10-03,2019-10-03,29970.00,0.50,0.50,11520,29970.000000000000
690264265,2023-07-03,0,1,null,0,0,2017-12-03,2019-11-20,32750.00,1.00,0.50,5952,32750.000000000000
691258433,2021-07-30,0,1,null,0,0,2016-05-14,2019-08-29,64990.00,1.00,0.00,14720,64990.000000000000
693525438,2025-07-10,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
694027252,2024-09-03,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
693171122,2024-06-21,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
694775575,2025-04-24,1,0,null,0,0,2003-11-02,2018-02-28,31290.00,0.50,-0.50,11520,31290.000000000000
688527792,2023-09-25,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
76584,2021-12-26,0,0,3,0,0,1997-08-06,2020-11-01,204720.00,-1.00,-1.00,23500,55175.000000000000
471213,2021-07-10,0,0,1,0,0,1986-05-10,1986-05-10,11250.00,1.00,1.00,7000,null
27331078,2022-07-18,0,0,null,0,3,2003-02-02,2007-08-13,59500.00,null,null,125000,59500.000000000000
26615227,2022-10-18,0,0,null,0,0,2017-09-25,2017-09-25,7010.00,0.00,0.00,3000,7805.000000000000
669861537,2022-10-08,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
4726453,2021-10-17,0,0,1,0,0,1997-10-04,2020-11-01,180665.00,0.00,0.00,500,45800.000000000000
4793022,2021-07-12,0,0,3,0,0,2004-03-29,2020-11-01,258504.00,0.00,0.00,28500,74025.000000000000
4428725,2023-06-26,0,0,4,0,0,2003-06-13,2022-10-17,46223.00,-0.50,-0.50,9500,18980.000000000000
694764191,2023-05-18,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
694263726,2025-01-04,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
694313525,2022-03-25,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688184624,2023-12-28,0,0,1,0,0,2023-03-12,2023-03-12,24480.00,0.00,0.00,5500,24480.000000000000
688688967,2024-12-03,1,0,null,0,0,2005-09-20,2005-09-20,27900.00,1.00,1.00,7680,27900.000000000000
688868791,2022-06-22,2,2,null,0,0,2006-08-10,2016-05-28,232546.00,5.00,5.00,69920,121576.000000000000
686455960,2024-01-21,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
684293947,2025-06-16,0,0,1,0,0,2024-11-04,2024-11-04,18400.00,0.00,0.00,4000,18400.000000000000
685330414,2026-02-25,0,0,1,0,0,2023-04-30,2025-07-31,77980.00,0.00,0.00,16000,55500.000000000000
684253462,2024-06-30,1,0,null,0,0,2023-03-09,2023-03-09,16250.00,0.50,0.50,5440,16250.000000000000
684848595,2021-05-04,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
632923,2024-09-07,2,0,5,1,0,1997-09-21,2024-08-26,951565.00,5.00,2.00,86000,189998.000000000000
30414946,2023-11-06,0,0,null,1,0,null,null,0.00,null,0.00,0,895.000000000000
669913205,2025-10-31,4,0,null,0,0,2003-12-12,2022-11-25,199374.00,6.00,4.00,63200,62285.000000000000
668100231,2024-12-30,1,0,null,0,0,2007-02-12,2013-12-15,61900.00,2.00,1.00,24000,61900.000000000000
692644109,2023-01-12,1,0,null,1,0,2015-10-20,2019-12-10,27295.00,2.00,-0.50,8000,27295.000000000000
694966591,2021-11-26,0,1,null,0,0,2018-11-20,2020-12-30,45990.00,1.00,0.50,10560,45990.000000000000
694771215,2025-10-01,0,1,null,0,0,2019-12-26,2025-04-22,24700.00,0.50,0.00,8000,24700.000000000000
687906491,2023-07-26,2,0,null,0,2,2002-07-13,2007-10-27,0.00,0.00,0.00,0,0E-12
686650986,2023-06-03,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688613776,2024-01-22,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
688358426,2023-07-05,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
685043479,2022-02-09,3,0,null,0,0,2007-04-12,2018-08-20,139296.00,3.00,-1.00,38560,112401.000000000000
684518141,2022-07-13,2,0,null,0,0,2003-01-11,2021-08-02,134306.00,2.00,0.00,34240,62990.000000000000
684230665,2023-01-25,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
160524,2025-12-24,0,0,3,0,0,1993-03-04,2020-11-01,36385.00,-1.00,-1.00,4500,null
1245370,2023-06-17,0,0,1,0,0,1999-04-10,2020-11-01,26890.00,-1.00,-1.00,4000,12400.000000000000
27569781,2020-02-21,0,0,null,0,3,2007-03-26,2014-04-05,36150.00,0.00,0.00,37250,36150.000000000000
26681415,2019-06-30,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
669431873,2023-08-01,1,0,null,0,0,2014-09-18,2022-11-01,37050.00,0.50,-0.50,13440,37050.000000000000
668874123,2021-10-29,0,1,null,0,0,2011-10-22,2017-05-13,59008.00,2.00,1.00,32000,59008.000000000000
4729396,2025-08-20,0,0,3,0,0,2001-07-07,2022-08-19,62360.00,0.00,0.00,18000,40920.000000000000
5027611,2022-10-17,0,0,7,0,0,1988-04-10,2005-03-30,59601.27,0.00,0.00,27000,0E-12
5353616,2023-11-07,0,0,3,0,0,2004-08-25,2021-05-18,92686.60,0.00,0.00,7500,27300.000000000000
694074745,2023-11-25,1,1,null,0,0,2019-11-01,2023-02-23,125664.00,3.00,2.00,30720,75482.000000000000
693091386,2025-02-09,0,1,null,0,0,2024-11-16,2024-11-16,53990.00,1.00,1.00,11200,53990.000000000000
688258017,2021-08-03,1,1,null,0,0,2015-05-12,2019-06-29,176135.00,2.50,1.00,32960,92640.000000000000
687179268,2024-03-22,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
688419278,2024-07-11,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1795.000000000000
688804591,2022-11-26,0,1,null,0,0,2016-03-05,2016-03-05,11840.00,1.00,1.00,2560,11840.000000000000
687122362,2022-12-24,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
686537535,2024-01-18,0,1,null,0,1,2004-10-11,2004-10-11,0.00,0.00,0.00,0,0E-12
684682257,2021-09-04,2,0,null,0,0,1996-01-20,2020-03-10,220168.00,4.00,0.50,107520,262560.000000000000
685857418,2022-10-28,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
685668467,2024-04-05,1,2,null,0,0,2013-04-20,2017-11-14,83220.00,3.00,3.00,37440,39770.000000000000
683961409,2024-06-20,1,0,null,1,0,2001-09-05,2001-09-05,13554.00,2.00,1.00,8000,13554.000000000000
685843227,2021-10-17,1,2,null,0,0,2013-07-03,2020-12-11,151360.00,4.00,3.00,43200,94980.000000000000
268479,2024-06-01,0,0,1,0,0,1998-02-09,1998-02-09,6700.00,1.00,1.00,3000,null
73951,2023-09-09,1,0,2,0,0,1996-06-16,2023-09-07,173210.00,0.00,0.00,21800,69150.000000000000
1262808,2022-02-14,0,0,2,0,0,2001-03-21,2020-11-01,27520.00,-0.50,-0.50,4500,9730.000000000000
28003007,2023-09-20,0,0,null,0,0,2022-12-01,2022-12-01,15100.00,0.00,0.00,5000,15100.000000000000
29040805,2024-05-18,0,0,null,0,2,2019-03-05,2022-11-23,24920.00,0.00,0.00,45000,57630.000000000000
29058958,2023-08-23,0,0,null,0,0,2015-12-20,2017-07-06,24982.00,0.00,0.00,10000,12682.000000000000
30462216,2019-07-08,0,0,null,0,0,2017-10-20,2017-11-27,23750.00,0.00,0.00,9000,13900.000000000000
669425659,2024-04-15,1,0,null,0,0,2021-01-28,2022-09-25,24700.00,0.50,0.00,8000,24700.000000000000
669112065,2023-12-09,1,2,null,0,0,2013-06-06,2018-07-10,223107.00,4.00,1.00,39360,69114.000000000000
692234997,2022-10-16,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
693075008,2024-11-15,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
695768087,2024-07-07,2,0,null,0,0,2014-06-14,2023-12-31,246956.00,2.00,0.00,40320,126902.000000000000
694450722,2025-07-17,0,0,null,1,0,null,null,0.00,1.00,0.00,0,1695.000000000000
696175982,2025-10-18,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
694329727,2023-10-09,1,0,null,0,0,2018-10-05,2018-10-05,19500.00,0.50,0.50,7680,19500.000000000000
694537847,2025-05-13,1,0,null,0,0,2018-05-15,2023-05-23,29990.00,1.00,0.00,6720,29990.000000000000
687819886,2024-02-08,0,0,null,0,0,null,null,0.00,0.00,0.00,0,0E-12
688256691,2024-02-08,0,1,null,0,0,2018-09-20,2018-11-07,21320.00,0.50,0.00,7680,21320.000000000000
689520021,2024-08-12,1,0,null,0,0,2015-12-27,2017-01-02,111486.00,1.00,1.00,8000,42748.000000000000
687742021,2026-02-05,1,2,1,0,0,2009-12-31,2025-05-07,178682.00,4.00,3.00,47360,103362.000000000000
